company_name,website,source,search_term,target_city,extracted_email,art_affinity_score,score_details,art_category
Wagener Raumausstattung - Inneneinrichter ...,https://www.wagener-raumausstattung.de/,Google,Raumausstatter,"Hamburg, Hamburg, Deutschland",wagener@wagener-raumausstattung.de,0.0,Connection Failed,Neutral
Borchardt Raum & Idee e.K. - Raumausstatter in Hamburg ...,https://www.borchardt-raumundidee.de/,Google,Raumausstatter,"Hamburg, Hamburg, Deutschland",,0.0,M:0/T:0,Neutral
Was ist der Unterschied zwischen Innenarchitekt und Interior Designer?,"https://www.summer-home.at/was-ist-der-unterschied-zwischen-innenarchitekt-und-interior-designer/#:~:text=Ein%20Interior%20Designer%20gestaltet%20den,sollten%20Sie%20einen%20Innenarchitekten%20engagieren.",Google,Innenarchitekt,"München, Bayern, Deutschland",living@summer-home.at,0.0,M:0/T:0,Neutral
Innenarchitektur München und in der Nähe,https://www.muenchen.de/service/branchenbuch/I/186.html,Google,Innenarchitekt,"München, Bayern, Deutschland","welcome@interior-feeling.com,kontakt@raumwerkstaetten.de,mail@koton.de,alexandra.rasp@ar-interior.de,mail@ab-nagel.de,info@eswerderaum.de",0.0,M:0/T:0,Neutral
"Anne Prestel, Innenarchitektur | München",https://www.anneprestel-innenarchitektur.de/,Google,Innenarchitekt,"München, Bayern, Deutschland",8c4075d5481d476e945486754f783364@sentry.io,0.0,M:0/T:0,Neutral
Innenarchitektur München Meierei,https://meierei.org/,Google,Innenarchitekt,"München, Bayern, Deutschland",info@meierei.org,0.0,M:0/T:0,Neutral
Raumausstatter/in - BERUFENET - eServices - Bundesagentur für Arbeit,"https://web.arbeitsagentur.de/berufenet/beruf/4405#:~:text=Sie%20bereiten%20die%20Untergr%C3%BCnde%20vor,und%20f%C3%BChren%20erforderliche%20Reparaturen%20durch.",Google,Raumausstatter,"München, Bayern, Deutschland",,0.0,M:0/T:0,Neutral
Hargesheimer – Raumausstatter,https://www.raumausstatter-hargesheimer.de/,Google,Raumausstatter,"München, Bayern, Deutschland",info@raumausstatter-hargesheimer.de,0.0,M:1/T:1,Neutral
Interior Design Jobs Remote - Aktuelle Stellenangebote - baito,"https://www.getbaito.com/en/j/interior-design-jobs-remote#:~:text=Salary%20overview%20for%20interior%20designers,35%2C700%20euros%20and%204%2C900%20euros.",Google,Innenarchitekt,"Köln, Nordrhein-Westfalen, Deutschland","john.doe@company.com,invoice@company.com,jobs@company.com",0.0,M:0/T:0,Neutral
STUDIOCAVALLO21 - Architekt in Köln,https://www.studiocavallo21.com/philosophy,Google,Innenarchitekt,"Köln, Nordrhein-Westfalen, Deutschland","info@studiocavallo21.com,mirco.cavallo@studiocavallo21.com",0.0,M:0/T:0,Neutral
architektur & innenarchitektur | köln | büro,https://www.hellundfreundlich.de/buero/,Google,Innenarchitekt,"Köln, Nordrhein-Westfalen, Deutschland",,0.0,M:0/T:0,Neutral
Ihre Raumausstatter in Köln - Startseite,https://www.berner-raumausstatter.de/,Google,Raumausstatter,"Köln, Nordrhein-Westfalen, Deutschland",,0.0,M:0/T:0,Neutral
"Raumausstattung Frank in Köln | Gardinen, Polsterei & mehr",https://raumausstattung-frank-koeln.de/,Google,Raumausstatter,"Köln, Nordrhein-Westfalen, Deutschland",info@raumausstattung-frank-koeln.de,0.0,M:0/T:0,Neutral
Raumdesign | Ariane Barban Raumdesign | Köln,https://www.raumdesign.koeln/,Google,Raumausstatter,"Köln, Nordrhein-Westfalen, Deutschland",kontakt@raumdesign.koeln,0.0,M:1/T:1,Neutral
Raumausstattung Sitzius - Köln,https://raumausstattung-sitzius.de/,Google,Raumausstatter,"Köln, Nordrhein-Westfalen, Deutschland",info@raumausstattung-sitzius.de,0.0,M:0/T:0,Neutral
Diana Breidenbach - Raumausstattung in Köln - START,https://www.diana-breidenbach.de/,Google,Raumausstatter,"Köln, Nordrhein-Westfalen, Deutschland",,0.0,M:0/T:0,Neutral
Merz Innen.Architektur,https://merz-innenarchitektur.com/,Google,Innenarchitekt,"Frankfurt am Main, Hessen, Deutschland",,0.0,Connection Failed,Neutral
Tanja Schnittger Interior Design Frankfurt am Main ...,https://www.tanjaschnittger-interiordesign.de/,Google,Innenarchitekt,"Frankfurt am Main, Hessen, Deutschland",,0.0,M:0/T:0,Neutral
RAMM Raumausstatter & Raumgestaltung Frankfurt,https://www.ramm-raumgestaltung.de/,Google,Raumausstatter,"Frankfurt am Main, Hessen, Deutschland",info@raumgestaltungtiloramm.de,0.0,M:0/T:0,Neutral
Raumausstattung Lorenzo Santangelo in Frankfurt - START,https://www.raumausstattung-santangelo.de/,Google,Raumausstatter,"Frankfurt am Main, Hessen, Deutschland","LORENZO.SANTANGELO@GMX.DE,lorenzo.santangelo@gmx.de",0.0,M:1/T:1,Neutral
Studio Alexander Fehre: Innenarchitektur Stuttgart,http://www.alexanderfehre.de/,Google,Innenarchitekt,"Stuttgart, Baden-Württemberg, Deutschland","benutzer@domain.com,info@alexanderfehre.de",0.0,Connection Failed,Neutral
Interior Designers in Stuttgart - Top 30 ...,https://www.re-thinkingthefuture.com/top-architects/a7723-interior-designers-in-stuttgart-top-30-interior-designers-in-stuttgart/,Google,Innenarchitekt,"Stuttgart, Baden-Württemberg, Deutschland",,0.0,M:0/T:0,Neutral
Studio Komo: Innenarchitektur Stuttgart,https://www.studiokomo.de/,Google,Innenarchitekt,"Stuttgart, Baden-Württemberg, Deutschland",hello@studiokomo.de,0.0,M:0/T:0,Neutral
Stuttgart,https://whitearkitekter.com/office/stuttgart/,Google,Innenarchitekt,"Stuttgart, Baden-Württemberg, Deutschland","fredrik.c.larsson@white.se,alexandra.hagen@white.se,martin.arvidsson@white.se,barbara.vogt@white.se",0.0,M:0/T:0,Neutral
Raumausstatter in Stuttgart,https://www.metzler-online.de/,Google,Raumausstatter,"Stuttgart, Baden-Württemberg, Deutschland",,0.0,M:0/T:0,Neutral
Raumausstatter/in - BERUFENET - eServices - Bundesagentur für Arbeit,"https://web.arbeitsagentur.de/berufenet/beruf/4405#:~:text=Sie%20bereiten%20die%20Untergr%C3%BCnde%20vor,und%20f%C3%BChren%20erforderliche%20Reparaturen%20durch.",Google,Raumausstatter,"Stuttgart, Baden-Württemberg, Deutschland",,0.0,M:0/T:0,Neutral
Hagelstein Raumausstattung: Raumausstattung | Stuttgart,https://www.hagelstein-raumausstattung.de/,Google,Raumausstatter,"Stuttgart, Baden-Württemberg, Deutschland",b1893@online.de,0.0,M:1/T:1,Neutral
raumdeesign GmbH | RAUMGESTALTUNG MIT HERZ UND ...,https://www.raumdeesign.de/,Google,Raumausstatter,"Stuttgart, Baden-Württemberg, Deutschland","verkauf@raumdeesign.de,info@raumdeesign.de",0.0,M:0/T:0,Neutral
Interior Designers in Düsseldorf - Top 30 ...,https://www.re-thinkingthefuture.com/top-architects/a7727-interior-designers-in-dusseldorf-top-30-interior-designers-in-dusseldorf/,Google,Innenarchitekt,"Düsseldorf, Nordrhein-Westfalen, Deutschland",,0.0,M:0/T:0,Neutral
Falkenberg,https://falkenberg.de.com/,Google,Innenarchitekt,"Düsseldorf, Nordrhein-Westfalen, Deutschland",,0.0,M:0/T:0,Neutral
Innenarchitekturbüro in Düsseldorf | Merakitects Studio ...,https://www.merakitects.studio/,Google,Innenarchitekt,"Düsseldorf, Nordrhein-Westfalen, Deutschland",info@merakitects.studio,0.0,M:0/T:0,Neutral
Exklusives Interior Design aus Düsseldorf von BOND,https://bond-life.com/en/interior-design-dusseldorf/,Google,Innenarchitekt,"Düsseldorf, Nordrhein-Westfalen, Deutschland",info@bond-life.com,0.0,M:0/T:0,Neutral
konture.studio | Innenarchitekten in Düsseldorf,https://www.konture.studio/?srsltid=AfmBOop7OXQFVInz6UVwt9aABztvy6XlTTaT8J_W3zSZTrUYANVWNg1W,Google,Innenarchitekt,"Düsseldorf, Nordrhein-Westfalen, Deutschland",,0.0,M:0/T:0,Neutral
Raumausstatter/in - BERUFENET - eServices - Bundesagentur für Arbeit,"https://web.arbeitsagentur.de/berufenet/beruf/4405#:~:text=Sie%20bereiten%20die%20Untergr%C3%BCnde%20vor,und%20f%C3%BChren%20erforderliche%20Reparaturen%20durch.",Google,Raumausstatter,"Düsseldorf, Nordrhein-Westfalen, Deutschland",,0.0,M:0/T:0,Neutral
Ritter Raumausstattung - Raumaustatter-Meisterbetrieb für ...,https://www.ritterraumausstattung.de/,Google,Raumausstatter,"Düsseldorf, Nordrhein-Westfalen, Deutschland",info@RitterRaumausstattung.de,0.0,M:0/T:0,Neutral
Betz Interiors • Minimalistischer Innenarchitekt Leipzig,https://www.betz-interiors.de/,Google,Innenarchitekt,"Leipzig, Sachsen, Deutschland",,0.0,Connection Failed,Neutral
KASEL Innenarchitekten Leipzig * Dresden * Chemnitz,https://www.pbkasel.de/,Google,Innenarchitekt,"Leipzig, Sachsen, Deutschland",info@pbkasel.de,0.0,M:3/T:3,Neutral
"Raumausstatter in Leipzig | Bodenbeläge, Sonnenschutz und ...",https://www.raumausstattung-leonhardt.de/,Google,Raumausstatter,"Leipzig, Sachsen, Deutschland",info@raumausstattung-leonhardt.de,0.0,M:0/T:0,Neutral
Häring Raumgestaltung Leipzig: Startseite,https://www.haering-raumgestaltung.de/,Google,Raumausstatter,"Leipzig, Sachsen, Deutschland",info@haering-raumgestaltung.de,0.0,M:1/T:1,Neutral
Raumausstattung Burkhardt - Brandis Leipzig,https://www.raumausstatter-burkhardt.de/,Google,Raumausstatter,"Leipzig, Sachsen, Deutschland",info@raumausstatter-burkhardt.de,0.0,M:1/T:1,Neutral
Innenarchitektur Raum Dortmund / Ruhrgebiet und Münster,https://www.innenarchitektur-dortmund.de/,Google,Innenarchitekt,"Dortmund, Nordrhein-Westfalen, Deutschland",,0.0,M:0/T:0,Neutral
Stöhr & Neu Ihre Innenarchitekten in Dortmund,https://www.stoehr-neu.de/,Google,Innenarchitekt,"Dortmund, Nordrhein-Westfalen, Deutschland",info@stoehr-neu.de,0.0,M:0/T:0,Neutral
Raumausstattung Frieling Dortmund,https://frieling-dortmund.de/,Google,Raumausstatter,"Dortmund, Nordrhein-Westfalen, Deutschland",info@frieling-dortmund.de,0.0,M:0/T:0,Neutral
Start | Raumstudio Baron | Dortmund-Hörde,https://www.raumstudio-baron.de/,Google,Raumausstatter,"Dortmund, Nordrhein-Westfalen, Deutschland",info@raumstudio-baron.de,0.0,M:0/T:0,Neutral
Hanke Wohnkonzepte | Raumgestaltung in Dortmund und ...,https://www.hanke-wohnkonzepte.de/,Google,Raumausstatter,"Dortmund, Nordrhein-Westfalen, Deutschland",info@hanke-wohnkonzepte.de,0.0,M:0/T:0,Neutral
Startseite | Maurice Jürgensen - Interior Design Studio ...,https://www.maurice-juergensen.com/,Google,Innenarchitekt,"Essen, Nordrhein-Westfalen, Deutschland",8c4075d5481d476e945486754f783364@sentry.io,0.0,M:0/T:0,Neutral
- Über uns - katjaschramm.de,https://www.katjaschramm.de/Ueber-uns/,Google,Innenarchitekt,"Essen, Nordrhein-Westfalen, Deutschland",info@katjaschramm.de,0.0,M:0/T:0,Neutral
ANNA VAN KELL – architektur,https://www.avk-architektur.de/,Google,Innenarchitekt,"Essen, Nordrhein-Westfalen, Deutschland",info@avk-architektur.de,0.0,M:0/T:0,Neutral
Innenarchitektur Essen,https://raumideen.net/innenarchitektur-essen/,Google,Innenarchitekt,"Essen, Nordrhein-Westfalen, Deutschland","service@raumideen.net,info@raumideen.net",0.0,M:0/T:0,Neutral
MASTO DEKORATIONEN - Essen,https://www.masto.de/,Google,Raumausstatter,"Essen, Nordrhein-Westfalen, Deutschland",info@masto.de,0.0,M:1/T:1,Neutral
Raumausstatter in Essen - Raumausstattung & Polsterei,https://raumausstattung-essen.de/,Google,Raumausstatter,"Essen, Nordrhein-Westfalen, Deutschland",info@raumausstattung-kaldemorgen.de,0.0,M:1/T:1,Neutral
Raumausstatter und Dekorateur Tiemeier aus Essen,https://www.raumausstattung-tiemeier.de/,Google,Raumausstatter,"Essen, Nordrhein-Westfalen, Deutschland",,0.0,M:1/T:1,Neutral
bei Raumausstattung Wagner in Essen,https://www.raumausstatter-wagner.de/,Google,Raumausstatter,"Essen, Nordrhein-Westfalen, Deutschland",raumausstattung.wagner@web.de,0.0,M:0/T:0,Neutral
Interior Design Jobs Remote - Aktuelle Stellenangebote - baito,"https://www.getbaito.com/en/j/interior-design-jobs-remote#:~:text=Salary%20overview%20for%20interior%20designers,35%2C700%20euros%20and%204%2C900%20euros.",Google,Innenarchitekt,"Bremen, Bremen, Deutschland","john.doe@company.com,invoice@company.com,jobs@company.com",0.0,M:0/T:0,Neutral
Startseite » Kegel Möllers Innenarchitektur,https://www.kegelmoellersinnenarchitektur.de/,Google,Innenarchitekt,"Bremen, Bremen, Deutschland",info@km-ia.de,0.0,M:0/T:0,Neutral
Vierwand - Bremen,https://vierwand.de/,Google,Innenarchitekt,"Bremen, Bremen, Deutschland",kontakt@vierwand.de,0.0,M:0/T:0,Neutral
Hanne Fischer Innenarchitektur,https://www.hannefischer.de/,Google,Innenarchitekt,"Bremen, Bremen, Deutschland",post@hannefischer.de,0.0,M:0/T:0,Neutral
www.raumausstatter-in-bremen.de,https://www.raumausstatter-in-bremen.de/,Google,Raumausstatter,"Bremen, Bremen, Deutschland",info@raumausstatter-in-bremen.de,0.0,M:0/T:0,Neutral
Raumausstatter Bremen,https://drewes-klatte.de/,Google,Raumausstatter,"Bremen, Bremen, Deutschland",info@drewes-klatte.de,0.0,M:0/T:0,Neutral
Krämer Raumkunst - Raumausstatter & Polsterer Bremen,https://www.kraemer-raumkunst.de/,Google,Raumausstatter,"Bremen, Bremen, Deutschland",info@kraemer-raumkunst.de,0.0,M:1/T:1,Neutral
"Gekonnt in Szene gesetzt - Raumausstatter Bremen, gekonnt ...",https://www.raumausstatter-bremen.com/,Google,Raumausstatter,"Bremen, Bremen, Deutschland",kontakt@ihr-raumausstatter.com,0.0,M:0/T:0,Neutral
kauert-raumausstatter.de,http://www.kauert-raumausstatter.de/,Google,Raumausstatter,"Bremen, Bremen, Deutschland",,0.0,M:0/T:0,Neutral
Start - Biermanns Raumdesign aus Bremen,https://www.biermanns-raumdesign.de/,Google,Raumausstatter,"Bremen, Bremen, Deutschland",kontakt@biermanns-raumdesign.de,0.0,M:3/T:3,Neutral
Innenarchitektur Heike Enke,https://www.heike-enke.de/,Google,Innenarchitekt,"Dresden, Sachsen, Deutschland",info@heike-enke.de,0.0,M:0/T:0,Neutral
Wøhlbehagn: Home,https://wohlbehagn.de/,Google,Innenarchitekt,"Dresden, Sachsen, Deutschland",hallo@wohlbehagn.de,0.0,M:0/T:0,Neutral
"BIANKA WENK/FREIE INNENARCHITEKTIN, Büro für ...",http://www.bianka-wenk.de/,Google,Innenarchitekt,"Dresden, Sachsen, Deutschland",mail@bianka-wenk.de,0.0,M:0/T:0,Neutral
Raumgestaltung Dresden mit Raumkunst Arndt,https://raumkunst-arndt.de/,Google,Raumausstatter,"Dresden, Sachsen, Deutschland",aarndt@raumkunst-arndt.de,0.0,M:0/T:0,Neutral
Raumausstatter/in - BERUFENET - eServices - Bundesagentur für Arbeit,"https://web.arbeitsagentur.de/berufenet/beruf/4405#:~:text=Sie%20bereiten%20die%20Untergr%C3%BCnde%20vor,und%20f%C3%BChren%20erforderliche%20Reparaturen%20durch.",Google,Raumausstatter,"Dresden, Sachsen, Deutschland",,0.0,M:0/T:0,Neutral
Müller Raum + Dekor: Raumausstattung | Dresden,https://www.mueller-raum-dekor.de/,Google,Raumausstatter,"Dresden, Sachsen, Deutschland",kontakt@mueller-raum-dekor.de,0.0,M:0/T:0,Neutral
Raumausstattermeister Rico Pfund in Dresden Striesen,https://www.raumausstatter-pfund.de/,Google,Raumausstatter,"Dresden, Sachsen, Deutschland",info@raumausstatter-pfund.de,0.0,M:0/T:0,Neutral
Raumausstattung Michael Kucera,https://www.raumausstattung-kucera.de/,Google,Raumausstatter,"Dresden, Sachsen, Deutschland",info@raumausstattung-kucera.de,0.0,M:0/T:0,Neutral
Raumausstatter Schwarzmeier in Arnsdorf bei Dresden,https://schwarzmeier.com/,Google,Raumausstatter,"Dresden, Sachsen, Deutschland",info@schwarzmeier.com,0.0,M:1/T:1,Neutral
BUDIMIR Innenarchitektur,https://www.budimir-innenarchitektur.de/,Google,Innenarchitekt,"Hannover, Niedersachsen, Deutschland","mail@dragan-budimir.de,8c4075d5481d476e945486754f783364@sentry.io",0.0,M:0/T:0,Neutral
Innenarchitekten in Hannover | Willkommen bei inside,https://www.scholz-inside.de/,Google,Innenarchitekt,"Hannover, Niedersachsen, Deutschland",m.scholz@scholz-inside.de,0.0,M:0/T:0,Neutral
Franz Thies Innenarchitekt | Architekt mit 30 Jahren Erfahrung,https://www.thies-innenarchitektur.de/,Google,Innenarchitekt,"Hannover, Niedersachsen, Deutschland",info@thies-innenarchitektur.de,0.0,M:1/T:1,Neutral
EMDE Raumausstattung: Raumgestaltung,https://www.emde-raumausstattung.de/,Google,Raumausstatter,"Hannover, Niedersachsen, Deutschland",kehe@emde-raumausstattung.de,0.0,M:0/T:0,Neutral
Raumgestaltung Neubert | Inneneinrichtung und ...,https://www.raumgestaltung-neubert.de/,Google,Raumausstatter,"Hannover, Niedersachsen, Deutschland","kontakt@gardinenatelier-schaefer.de,info@raumgestaltung-neubert.de",0.0,M:0/T:0,Neutral
Innenarchitekten In Nürnberg,https://viktoriaexler.de/innenarchitektin-in-nuernberg/,Google,Innenarchitekt,"Nürnberg, Bayern, Deutschland",,0.0,Connection Failed,Neutral
Bodack Kellenberg: Home,https://www.bodack-kellenberg.de/,Google,Innenarchitekt,"Nürnberg, Bayern, Deutschland",,0.0,M:0/T:0,Neutral
Innenarchitekt Nürnberg | Alexander Kromer,https://kromer.de/,Google,Innenarchitekt,"Nürnberg, Bayern, Deutschland",office@kromer.de,0.0,M:0/T:0,Neutral
Interior Design - Raumgestaltung - Nürnberg - Fürth,https://markmus.com/,Google,Innenarchitekt,"Nürnberg, Bayern, Deutschland",marcos@markmus.com,0.0,M:0/T:0,Neutral
Innenarchitektin JULIA BALZERT,https://www.innenarchitektinnuernberg.de/,Google,Innenarchitekt,"Nürnberg, Bayern, Deutschland",info@julia-balzert.de,0.0,M:0/T:0,Neutral
Innenarchitektur Pascal Sippel - interior design in Nürnberg,https://sippel-gestaltung.de/,Google,Innenarchitekt,"Nürnberg, Bayern, Deutschland",pascal@sippel-gestaltung.de,0.0,M:0/T:0,Neutral
toc. designstudio Innenarchitektur Kommunikationsdesign ...,https://www.toc-designstudio.de/,Google,Innenarchitekt,"Nürnberg, Bayern, Deutschland",hello@toc-designstudio.de,0.0,M:0/T:0,Neutral
Was ist der Unterschied zwischen Innenarchitekt und Interior Designer?,"https://www.summer-home.at/was-ist-der-unterschied-zwischen-innenarchitekt-und-interior-designer/#:~:text=Ein%20Interior%20Designer%20gestaltet%20den,sollten%20Sie%20einen%20Innenarchitekten%20engagieren.",Google,Innenarchitekt,"Nürnberg, Bayern, Deutschland",living@summer-home.at,0.0,M:0/T:0,Neutral
Innenarchitekt/in - BERUFENET | Bundesagentur für Arbeit - eServices,"https://web.arbeitsagentur.de/berufenet/beruf/100517#:~:text=Innenarchitekten%20und%20%2Darchitektinnen%20planen%20und,dann%20zu%20genauen%20Ausf%C3%BChrungspl%C3%A4nen%20aus.",Google,Innenarchitekt,"Nürnberg, Bayern, Deutschland",,0.0,M:0/T:0,Neutral
Raumausstattung Augustin: Ihr Raumausstatter in Nürnberg,https://www.raumausstattung-augustin.de/,Google,Raumausstatter,"Nürnberg, Bayern, Deutschland",raumausstattung.augustin@arcor.de,0.0,M:0/T:0,Neutral
Renner Raum und Idee: Raumausstatter in Nürnberg ...,https://www.renner-raumundidee.de/,Google,Raumausstatter,"Nürnberg, Bayern, Deutschland",renner@renner-raumundidee.de,0.0,M:0/T:0,Neutral
Raumausstattung Madinger - Ihr kompetenter Raumausstatter!,https://www.madinger-raumausstattung.de/,Google,Raumausstatter,"Nürnberg, Bayern, Deutschland",,0.0,M:0/T:0,Neutral
schenk exquisit wohnen,https://www.schenk-wohnen.de/,Google,Raumausstatter,"Nürnberg, Bayern, Deutschland",,0.0,M:0/T:0,Neutral
Hartmann Raumausstattung,http://hartmann-raumausstattung.de/,Google,Raumausstatter,"Nürnberg, Bayern, Deutschland","pascal.stemmer@gmx.de,udo@hartmann-raumausstattung.de",0.0,M:0/T:0,Neutral
Contact Katharina Höfer Raumkonzept Innenarchitektur,https://directory.cosuno.com/en/germany/companies/katharina-hofer-raumkonzept-innenarchitektur-589945,Google,Innenarchitekt,"Duisburg, Nordrhein-Westfalen, Deutschland",fake-address@cosuno.com,0.0,M:0/T:0,Neutral
Innenarchitekturbüro Duisburg & Bocholt ...,https://www.innenarchitektur-st.de/,Google,Innenarchitekt,"Duisburg, Nordrhein-Westfalen, Deutschland",,0.0,M:0/T:0,Neutral
Ihr Raumausstatter / Innenausstattung - Henneken Duisburg,https://www.henneken-innenausstattung.de/,Google,Raumausstatter,"Duisburg, Nordrhein-Westfalen, Deutschland",info@henneken-innenausstattung.de,0.0,M:0/T:0,Neutral
Raumausstattung Hermes in Duisburg - Startseite,https://www.raumhermes.de/,Google,Raumausstatter,"Duisburg, Nordrhein-Westfalen, Deutschland",info@raumhermes.de,0.0,M:0/T:0,Neutral
Lohbeck Raumausstattung - Duisburg,https://www.lohbeck-raumausstattung.de/,Google,Raumausstatter,"Duisburg, Nordrhein-Westfalen, Deutschland",info@lohbeck-raumausstattung.de,0.0,M:0/T:0,Neutral
raumhelden-duisburg.de,https://www.raumhelden-duisburg.de/,Google,Raumausstatter,"Duisburg, Nordrhein-Westfalen, Deutschland",post@raumhelden-duisburg.de,0.0,M:0/T:0,Neutral
Raumausstatter in Duisburg (42 Treffer),https://www.gelbeseiten.de/branchen/raumausstatter/duisburg,Google,Raumausstatter,"Duisburg, Nordrhein-Westfalen, Deutschland","info@gardinen-schmeichel.de,wolfgangmenne@aol.com",0.0,M:0/T:0,Neutral
RÖTZ interior & design: Home,https://roetz-raumgestaltung.de/,Google,Raumausstatter,"Duisburg, Nordrhein-Westfalen, Deutschland",mr@roetz-raumgestaltung.de,0.0,M:0/T:0,Neutral
Was ist der Unterschied zwischen Innenarchitekt und Interior Designer?,"https://www.summer-home.at/was-ist-der-unterschied-zwischen-innenarchitekt-und-interior-designer/#:~:text=Ein%20Interior%20Designer%20gestaltet%20den,sollten%20Sie%20einen%20Innenarchitekten%20engagieren.",Google,Innenarchitekt,"Bochum, Nordrhein-Westfalen, Deutschland",living@summer-home.at,0.0,M:0/T:0,Neutral
Innenarchitektur Bochum,https://raumideen.net/innenarchitektur-bochum/,Google,Innenarchitekt,"Bochum, Nordrhein-Westfalen, Deutschland","service@raumideen.net,info@raumideen.net",0.0,M:0/T:0,Neutral
Norbert Overberg Innenarchitekt - Bochum,https://www.overberg-innenarchitekten.de/,Google,Innenarchitekt,"Bochum, Nordrhein-Westfalen, Deutschland",info@overberg-innenarchitekten.de,0.0,M:0/T:0,Neutral
Oliver Faber | Innenarchitekt | Bochum NRW,https://www.oliverfaber.de/,Google,Innenarchitekt,"Bochum, Nordrhein-Westfalen, Deutschland",kontakt@oliverfaber.de,0.0,M:0/T:0,Neutral
