company_name,extracted_email,website,art_affinity_score,art_category,country
Innenarchitektur - KRAMM Einrichtungshaus ...,info@kramm-wohnen.de,https://www.kramm-wohnen.de/service/innenarchitektur/,2.0,Modern/Abstract,Germany
Herold & Henneken: Raumausstattung Essen | Kettwig,info@heroldhenneken.de,https://www.heroldhenneken.de/,1.0,Modern/Abstract,Germany
Herzlich Willkommen bei Raumgestaltung Schulenburg in ...,info@raumgestaltungschulenburg.de,https://raumgestaltungschulenburg.de/,3.0,Modern/Abstract,Germany
What is the 70/30 rule in interior design? - Group 3 Designs,info@group3designs.net,"https://www.group3designs.com/2025/05/what-is-the-70-30-rule-in-interior-design/#:~:text=The%2070%2F30%20rule%20suggests,the%20space%20from%20feeling%20monotonous.",2.0,Modern/Abstract,Germany
"MS in Interior Design in Germany: Top Universities, Admission","info@anigdha.com,contact@anighdha.com","https://www.studyeurope.in/ms-in-interior-design-in-germany/#:~:text=Great%20universities%3A%20Germany%20has%20some,in%20Germany%20is%20relatively%20low.",2.0,Modern/Abstract,Germany
Schulz | Interior Design gibt der Persönlichkeit Raum,info@schulz-rooms.de,https://schulz-rooms.de/,5.0,Modern/Abstract,Germany
Raumausstatter und Polsterei Herbert Kemena in Bremen,info@herbert-kemena.de,https://www.herbert-kemena.de/,2.0,Modern/Abstract,Germany
Raumkonzepte | Raumausstattung in Bremen,info@raumausstattung-peters.de,https://www.raumausstattung-peters.de/,1.0,Modern/Abstract,Germany
Interior Designers in Dresden - Top 30 ...,,https://www.re-thinkingthefuture.com/top-architects/a8123-interior-designers-in-dresden-top-30-interior-designers-in-dresden/2/,1.0,Modern/Abstract,Germany
Katia Pfau Innenarchitektur Dresden,"mails@kp-interiors.com,info@kp-innenarchitektur.de",https://kp-innenarchitektur.de/,1.0,Modern/Abstract,Germany
RaumKonzept Scholz,"maxi.muster@beispiel.de,mail@raumkonzept-scholz.eu",https://raumkonzept-scholz.eu/,1.0,Modern/Abstract,Germany
Glück Raumausstattung,info@glueck-raum.de,https://www.glueck-raum.de/,1.0,Modern/Abstract,Germany
Raumausstatter/in Gehälter in Deutschland 2025 - Stepstone,,"https://www.stepstone.de/gehalt/Raumausstatter-in.html#:~:text=11%20%E2%82%AC%20pro%20Stunde.,in%20Essen%2C%20Bochum%2C%20Duisburg.",1.0,Modern/Abstract,Germany
Reichelt die Einrichter: Willkommen bei ihrem Einrichter,"r.ebert@reichelt-einrichter.com,mail@raumausstattung-tharandt.com,a.irmer@raumausstattung-tharandt.com,m.reichelt@reichelt-einrichter.com,maler@reichelt-einrichter.com,m.gey@reichelt-einrichter.com,info@reichelt-einrichter.com,s.wagner@reichelt-einrichter.com,a.hampel@reichelt-einrichter.com,dresden@reichelt-einrichter.com,f.walter@reichelt-einrichter.com,m.ullrich@reichelt-einrichter.com,c.walter@raumausstattung-tharandt.com,a.gutsche@reichelt-einrichter.com,l.hartung@reichelt-einrichter.com,j.wagner@raumausstattung-tharandt.com,r.wegbrod@reichelt-einrichter.com,abc@xyz.com,t.gruetzner@reichelt-einrichter.com,k.heber@reichelt-einrichter.com",https://reichelt-einrichter.com/,2.0,Modern/Abstract,Germany
CP-Innenarchitektur Hannover | Umbau und Neugestaltung,mail@claudiapeter-innenarchitektur.de,https://claudiapeter-innenarchitektur.de/,1.0,Modern/Abstract,Germany
"Innenarchitekt Hannover – Räume gestalten, die inspirieren",info@wackerhagen-buero.de,https://wackerhagen-buero.de/innenarchitekt-hannover/,4.0,Modern/Abstract,Germany
"Ludewig Innenarchitektur – Wir schaffen Orte, die sich im ...",info@ludewig-innenarchitektur.de,https://ludewig-innenarchitektur.de/,5.0,Modern/Abstract,Germany
Innenarchitekt Hannover – Sorgenfrei neu gestalten mit ...,,https://www.hansgbock.de/innenarchitekt,2.0,Modern/Abstract,Germany
Willkommen bei KANANI Innenarchitektur ihr ...,innenarchitektur@kanani.de,https://kanani.de/,1.0,Modern/Abstract,Germany
Rokahr Innenarchitekten | Hannover,kontakt@rokahr-innenarchitekten.de,https://rokahr-innenarchitekten.de/,1.0,Modern/Abstract,Germany
Johnson | Architektur | Innenarchitektur | Nürnberg | Home,kontakt@johnson-architektur.de,https://www.johnson-architektur.de/,2.0,Modern/Abstract,Germany
Was gute Innenarchitekten können und kosten - Wohnglück,"chupurnov@gmail.com,datenschutz@deinneueszuhause.de,datenschutz@DeinNeuesHause.de","https://wohnglueck.de/artikel/innenarchitekt-finden-81778#:~:text=Stundenhonorare%20von%20Innenarchitekten%20liegen%20meist,etwa%20zwei%20bis%20f%C3%BCnf%20Stunden.",4.0,Modern/Abstract,Germany
Innenarchitekt Duisburg – Exklusive Architektur & Planung,info@one-contact.de,https://one-contact.de/innenarchitekt-duisburg/,4.0,Modern/Abstract,Germany
Architektur Design Dombrowski - Architekt in Duisburg - Home,ardesdo@gmail.com,http://www.ardesdo.de/,2.0,Modern/Abstract,Germany
Innenarchitekt: 26 Jobs & Stellenangebote in Duisburg,,https://www.stepstone.de/jobs/innenarchitekt/in-duisburg,6.0,Modern/Abstract,Germany
Raumdesign Dommers: Ihr Zuhause neu gedacht,service@dommers.de,https://www.dommers.de/,3.0,Modern/Abstract,Germany
Lohnt sich ein Innenarchitekt? Alle Vorteile und Kosten im Überblick,hallo@farbmut.de,"https://farbmut.de/innenarchitekt/#:~:text=Die%20Kosten%20f%C3%BCr%20einen%20Innenarchitekten,oder%20mehr%20f%C3%BCr%20erfahrene%20Innenarchitekten.",1.0,Modern/Abstract,Germany
Stark Design - Innenarchitekt Thomas Stark aus Bochum,info@stark-design.net,https://www.stark-design.net/,2.0,Modern/Abstract,Germany
Innenarchitektur Bochum - Planungsbüro in Bochum,info@one-contact.de,https://one-contact.de/innenarchitektur-bochum/,4.0,Modern/Abstract,Germany
Einrichten mit Ihren Designexperten von BLENNEMANN,einrichtungshaus@blennemann.de,https://blennemann.de/einrichten/?srsltid=AfmBOoqVvxS2Phg87vSbPKoGkmF3tV-N1LBlu-HqKF9gxuOes-axP7Y1,8.0,Modern/Abstract,Germany
Goerdel Raumgestaltung | Ihr Raumausstatter in Bochum,"info@raumgestaltung-goerdel.de,knut-goerdel@web.de",https://www.raumgestaltung-goerdel.de/,1.0,Modern/Abstract,Germany
Steden Raumgestaltung - Bochum,"buchhaltung@steden-raumgestaltung.de,buchhaltung@steden-bodenbelaege.de,kontakt@steden-raumgestaltung.de,m.kann@steden-raumgestaltung.de,m.kann@steden-bodenbelaege.de",https://www.steden-raumgestaltung.de/,6.0,Modern/Abstract,Germany
Raumgestaltung M. Schwarz in Bochum - Startseite,bochum@raumdesignschwarz.de,https://www.raumdesignschwarz.de/,2.0,Modern/Abstract,Germany
Dekorationen Hartenberg GmbH- Ihr Raumausstatter in Bochum,dekorationen@hartenberg.de,https://hartenberg.de/,4.0,Modern/Abstract,Germany
Raumausstatter/in Gehälter in Deutschland 2025 - Stepstone,,"https://www.stepstone.de/gehalt/Raumausstatter-in.html#:~:text=11%20%E2%82%AC%20pro%20Stunde.,in%20Essen%2C%20Bochum%2C%20Duisburg.",1.0,Modern/Abstract,Germany
Lohnt sich ein Innenarchitekt? Alle Vorteile und Kosten im Überblick,hallo@farbmut.de,"https://farbmut.de/innenarchitekt/#:~:text=Die%20Kosten%20f%C3%BCr%20einen%20Innenarchitekten,oder%20mehr%20f%C3%BCr%20erfahrene%20Innenarchitekten.",1.0,Modern/Abstract,Germany
Innenarchitektur Beate Christophery Wuppertal Köln ...,info@christophery.eu,http://www.christophery.eu/,1.0,Modern/Abstract,Germany
Meisterbetrieb für Raumausstattung in Wuppertal,info@mutzberg.de,https://www.mutzberg.de/,1.0,Modern/Abstract,Germany
Uwe Knäpper - Raumausstattung in Wuppertal. ...,"info@raumausstattung-knaepper.de,bianca@raumausstattung-knaepper.de",https://www.raumausstattung-knaepper.de/,1.0,Modern/Abstract,Germany
Karin Friedrich-Wellmann / architektur + innenarchitektur ...,,https://www.friedrich-wellmann.de/,1.0,Modern/Abstract,Germany
Diekmann Innenarchitektur,info@uwe-diekmann.de,https://www.uwe-diekmann.de/,1.0,Modern/Abstract,Germany
Christoph Drefelder: Ihr professioneller Raumausstatter in ...,info@drefelder.de,https://www.drefelder.de/,1.0,Modern/Abstract,Germany
Raumausstattung Dirk Siekmann in Bielefeld - Startseite,siekmann.raumausstattung@arcor.de,http://www.raumausstatter-siekmann.de/,1.0,Modern/Abstract,Germany
Innenarchitektin Anne Wahlen Rheinbach / Bonn,wahlen@aw-innenarchitektur.de,https://aw-innenarchitektur.de/,2.0,Modern/Abstract,Germany
Innenarchitekt Bonn – Exklusive Architektur & Planung,info@one-contact.de,https://one-contact.de/innenarchitekt-bonn/,4.0,Modern/Abstract,Germany
Raumausstattung Burggraf: Ihre Raumausstattung in Bonn,info@raumausstattung-burggraf.de,https://raumausstattung-burggraf.de/,1.0,Modern/Abstract,Germany
Raumausstatter Roland Müller - Bonn,roland@raumausstatter-mueller.de,https://raumausstatter-mueller.de/,1.0,Modern/Abstract,Germany
Raumausstatter Münster,info@wiebracht.com,https://wiebracht.com/,1.0,Modern/Abstract,Germany
Raumausstatter/in Gehälter in Deutschland 2025 - Stepstone,,"https://www.stepstone.de/gehalt/Raumausstatter-in.html#:~:text=11%20%E2%82%AC%20pro%20Stunde.,in%20Essen%2C%20Bochum%2C%20Duisburg.",1.0,Modern/Abstract,Germany
Raumausstatter*in - Handwerkskammer Hamburg,"bettina.galvis@hwk-hamburg.de,anisa.sarac@hwk-hamburg.de,ragna.sekora@hwk-hamburg.de,eva.brandis@hwk-hamburg.de,marco.scholz@hwk-hamburg.de,jonas.harder@hwk-hamburg.de,svenja.reinholtz@hwk-hamburg.de,harald.hinterkeuser@hwk-hamburg.de,torsten.hoppe@hwk-hamburg.de,anton.linder@hwk-hamburg.de,vanessa.hupe@hwk-hamburg.de,maja.liebisch@hwk-hamburg.de,jasmin.moeller@hwk-hamburg.de,maylin.kesper@hwk-hamburg.de,nachwuchs@hwk-hamburg.de,info@hwk-hamburg.de","https://www.hwk-hamburg.de/artikel/raumausstatterin-93,0,1667.html#:~:text=Vom%20Wohnzimmer%20bis%20hin%20zum,und%20Kundenwunsch%20die%20richtige%20Atmosph%C3%A4re.",1.0,Modern/Abstract,Germany
Bisch . Otteni – Architekten und Innenarchitekten – Karlsruhe,,https://www.bo-plan.de/,11.0,Modern/Abstract,Germany
"Inneneinrichtung, Raumgestaltung & Innenarchitektur in ...",info@gaffga-interieur-design.de,https://gaffga-interieur-design.de/karlsruhe/,1.0,Modern/Abstract,Germany
Innenarchitektur Karlsruhe | Praxisplanung | Büroplanung,,https://www.innenarchitektur-bruchsal.de/,4.0,Modern/Abstract,Germany
Innenarchitektur & Architektur in Karlsruhe,info@raum-in-form.com,https://raum-in-form.com/innenarchitektur-karlsruhe/,29.0,Modern/Abstract,Germany
Bauer Raumausstattung: Bodenbeläge Gardinen ...,bauer_raumausstattung@web.de,https://bauer-raumausstattung.de/,3.0,Modern/Abstract,Germany
Kaufmann Gwinner Karlsruhe - Ihr Raumausstatter,info@kaufmann-gwinner.de,https://www.kaufmann-gwinner.de/index.htm,1.0,Modern/Abstract,Germany
Interior Design Heike Karsch • Exklusive moderne ...,info@innenarchitekt-mannheim.de,https://innenarchitekt-mannheim.de/,15.0,Modern/Abstract,Germany
ABOUTLAMA,hello@aboutlama.com,https://www.aboutlama.com/,1.0,Modern/Abstract,Germany
Lohnt sich ein Innenarchitekt? Alle Vorteile und Kosten im Überblick,hallo@farbmut.de,"https://farbmut.de/innenarchitekt/#:~:text=Die%20Kosten%20f%C3%BCr%20einen%20Innenarchitekten,oder%20mehr%20f%C3%BCr%20erfahrene%20Innenarchitekten.",1.0,Modern/Abstract,Germany
studio applaus - space identity & consulting,"hello@studioapplaus.de,benutzer@domain.com",https://www.studioapplaus.de/,1.0,Modern/Abstract,Germany
A.I.D.A. Concept | Interior Design,awatkins@aidaconcept.de,https://aidaconcept.de/,2.0,Modern/Abstract,Germany
Innenarchitektur & Architektur in Mannheim,info@raum-in-form.com,https://raum-in-form.com/innenarchitektur-mannheim/,30.0,Modern/Abstract,Germany
Home | Dombrowski Raumausstattung | Mannheim | Flexibel,info@dombrowskiraumausstattung.de,https://www.dombrowskiraumausstattung.de/,2.0,Modern/Abstract,Germany
www.ampersberger.de,info@ampersberger.de,https://www.ampersberger.de/,1.0,Modern/Abstract,Germany
Raumausstatter/in Gehälter in Deutschland 2025 - Stepstone,,"https://www.stepstone.de/gehalt/Raumausstatter-in.html#:~:text=11%20%E2%82%AC%20pro%20Stunde.,in%20Essen%2C%20Bochum%2C%20Duisburg.",1.0,Modern/Abstract,Germany
Raumausstatter/-in | Knutzen Wohnen,,"https://www.knutzen.de/jobs-karriere/ausbildung/informationen/raumausstatterin/#:~:text=Wer%20die%20Ausbildung%20mit%20den,%2Fw%2Fd)%20nennen.",2.0,Modern/Abstract,Germany
ASM Raumausstatter,info@asm-raumausstatter.de,https://www.asm-raumausstatter.de/,1.0,Modern/Abstract,Germany
Inclusive Office Design: Innenarchitektur Augsburg,info@inclusive-office-design.com,https://inclusiveofficedesign.com/,3.0,Modern/Abstract,Germany
