url,email,industry,qualification_score,relevance_reason,company_name,domain
https://iconier.com,contact@iconier.com,Marketing,100,Auto-Qualified (listing - Speed Mode),Iconier,iconier.com
https://ideatorsdigital.com/,jane.doe@example.com,Marketing,100,Auto-Qualified (listing - Speed Mode),Ideatorsdigital,ideatorsdigital.com
https://inbeat.agency/blog/top-digital-marketing-agencies-austin,hello@inbeat.agency,Marketing,100,Auto-Qualified (organic - Speed Mode),Inbeat,inbeat.agency
https://itunes.apple.com/us/app/threebestrated/id1445667019,feedback@naecu.org,Marketing,100,Auto-Qualified (listing - Speed Mode),Itunes,itunes.apple.com
https://mcj.co/,growth@mcj.co,Marketing,100,Auto-Qualified (listing - Speed Mode),Mcj,mcj.co
https://pixelcrayons.com,sales@pixelcrayons.com,Marketing,100,Auto-Qualified (listing - Speed Mode),Pixelcrayons,pixelcrayons.com
https://review42.com/resources/social-media-marketing-statistics/,listings@review42.com,Marketing,100,Auto-Qualified (listing - Speed Mode),Review42,review42.com
https://runrex.com/top-10-marketing-agencies-in-austin-leading-the-way-in-innovation-and-strategy/,tony@runrex.com,Marketing,100,Auto-Qualified (organic - Speed Mode),Runrex,runrex.com
https://salvadorroofingservicellc.com/,dom@kingseomurfreesboro.com,Marketing,100,Auto-Qualified (listing - Speed Mode),Salvadorroofingservicellc,salvadorroofingservicellc.com
https://shop.seedx.us/,hello@seedx.us,Marketing,100,Auto-Qualified (listing - Speed Mode),Shop,shop.seedx.us
https://sociallypowerful.com/post/top-influencer-marketing-agencies-austin,james.hacking@sociallypowerful.com,Marketing,100,Auto-Qualified (organic - Speed Mode),Sociallypowerful,sociallypowerful.com
https://superlativecreative.com/digital-marketing-agency-austin,info@superlativecreative.com,Marketing,100,Auto-Qualified (listing - Speed Mode),Superlativecreative,superlativecreative.com
https://teaminbeat.typeform.com/to/HUZnF6SR,name@example.com,Marketing,100,Auto-Qualified (listing - Speed Mode),Teaminbeat,teaminbeat.typeform.com
https://threebestrated.com/advertising-agencies-in-austin-tx,support@threebestrated.com,Marketing,100,Auto-Qualified (organic - Speed Mode),Threebestrated,threebestrated.com
https://thriveagency.com/austin-social-media-agency/,sales@thriveagency.com,Marketing,100,Auto-Qualified (listing - Speed Mode),Thriveagency,thriveagency.com
https://thrivefuel.com/,info@thrivefuel.com,Marketing,100,Auto-Qualified (listing - Speed Mode),Thrivefuel,thrivefuel.com
https://tiltedchair.co/,chandler@tiltedchair.co,Marketing,100,Auto-Qualified (listing - Speed Mode),Tiltedchair,tiltedchair.co
https://tldv.io/blog/sales-training/,marketing@tldv.io,Marketing,100,Auto-Qualified (listing - Speed Mode),Tldv,tldv.io
https://victorious.com/,info@victorious.com,Marketing,100,Auto-Qualified (listing - Speed Mode),Victorious,victorious.com
https://villagetalkies.com/video-production-services/,info@villagetalkies.com,Marketing,100,Auto-Qualified (listing - Speed Mode),Villagetalkies,villagetalkies.com
https://wearewhitehat.com,newbusiness@wearewhitehat.com,Marketing,100,Auto-Qualified (listing - Speed Mode),Wearewhitehat,wearewhitehat.com
https://www.akqa.com/?utm_source=topinteraciveagencies.com&utm_medium=referral&utm_campaign=click?utm_source=topinteractiveagencies.com&utm_medium=referral&utm_content=new&utm_campaign=tiasidebar,hello@akqa.com,Marketing,100,Auto-Qualified (listing - Speed Mode),Akqa,www.akqa.com
https://www.amgrodigital.com/post/top-marketing-agencies-austin-startups,cd64ba1f47df485bba2b0076c0dd3b25@sentry.wixpress.com,Marketing,100,Auto-Qualified (organic - Speed Mode),Amgrodigital,www.amgrodigital.com
https://www.bain.com,websiteaccessibility@bain.com,Marketing,100,Auto-Qualified (listing - Speed Mode),Bain,www.bain.com
https://www.brainvire.com/us/austin-digital-marketing-agency,info@brainvire.com,Marketing,100,Auto-Qualified (listing - Speed Mode),Brainvire,www.brainvire.com
https://www.bubbleup.net/,info@bubbleup.com,Marketing,100,Auto-Qualified (listing - Speed Mode),Bubbleup,www.bubbleup.net
https://www.completewebresources.com/,info@completeseo.com,Marketing,100,Auto-Qualified (listing - Speed Mode),Completewebresources,www.completewebresources.com
https://www.designity.com/blog/top-advertising-agencies-in-austin,roseanne@designity.com,Marketing,100,Auto-Qualified (organic - Speed Mode),Designity,www.designity.com
https://www.digitalmedianation.com,info@digitalmedianation.com,Marketing,100,Auto-Qualified (listing - Speed Mode),Digitalmedianation,www.digitalmedianation.com
https://www.dmca.com/Protection/Status.aspx?id=b831fce6-c8a1-4383-af88-f229ff1823ed&refurl=https%3a%2f%2fdigitalguider.com%2f&rlo=true,protectionpro@dmca.com,Marketing,100,Auto-Qualified (listing - Speed Mode),Dmca,www.dmca.com
https://www.elitelegalmarketing.com/legal-marketing-trends-for-2025-2026/,info@elitelegalmarketing.com,Marketing,100,Auto-Qualified (listing - Speed Mode),Elitelegalmarketing,www.elitelegalmarketing.com
https://www.eurekadesign.com,service@atom.com,Marketing,100,Auto-Qualified (listing - Speed Mode),Eurekadesign,www.eurekadesign.com
https://www.ewrdigital.com/service-areas/austin-marketing-agency,support@ewrdigital.com,Marketing,100,Auto-Qualified (listing - Speed Mode),Ewrdigital,www.ewrdigital.com
https://www.fmeextensions.com/magento-custom-development.html,faheem.iqbal@unitedsol.net,Marketing,100,Auto-Qualified (listing - Speed Mode),Fmeextensions,www.fmeextensions.com
https://www.giantnoise.com,jennifer.sinski@giantnoise.com,Marketing,100,Auto-Qualified (listing - Speed Mode),Giantnoise,www.giantnoise.com
https://www.highervisibility.com/,info@highervisibility.com,Marketing,100,Auto-Qualified (listing - Speed Mode),Highervisibility,www.highervisibility.com
https://www.inboxarmy.com/,hello@inboxarmy.com,Marketing,100,Auto-Qualified (listing - Speed Mode),Inboxarmy,www.inboxarmy.com
http://www.jbgoodwin.com,kathys@jbgoodwin.com,Marketing,100,Auto-Qualified (listing - Speed Mode),Jbgoodwin,www.jbgoodwin.com
http://www.kwmemorial.com,baf30a2b91654c5a840931f0137bed30@sentry.wixpress.com,Marketing,100,Auto-Qualified (listing - Speed Mode),Kwmemorial,www.kwmemorial.com
https://www.kwsanantonio.com/,tye@thewatermansa.com,Marketing,100,Auto-Qualified (listing - Speed Mode),Kwsanantonio,www.kwsanantonio.com
https://www.marion.com/digital-marketing/austin,employment@marion.com,Marketing,100,Auto-Qualified (listing - Speed Mode),Marion,www.marion.com
http://www.mccoys.com/,online.services@mccoys.com,Marketing,100,Auto-Qualified (listing - Speed Mode),Mccoys,www.mccoys.com
https://www.mediasearchgroup.com/digital-marketing-agency-austin.php,sales@mediasearchgroup.com,Marketing,100,Auto-Qualified (listing - Speed Mode),Mediasearchgroup,www.mediasearchgroup.com
https://www.noboruworld.com/,hello@noboruworld.com,Marketing,100,Auto-Qualified (listing - Speed Mode),Noboruworld,www.noboruworld.com
https://www.parrotdm.com/,ed436f5053144538958ad06a5005e99a@sentry.wixpress.com,Marketing,100,Auto-Qualified (listing - Speed Mode),Parrotdm,www.parrotdm.com
https://www.prnewswire.com/news-releases/global-digital-advertising-and-marketing-market-to-reach-786-2-billion-by-2026--301331318.html,test@test.com,Marketing,100,Auto-Qualified (listing - Speed Mode),Prnewswire,www.prnewswire.com
https://www.propellic.com/,hello@propellic.com,Marketing,100,Auto-Qualified (listing - Speed Mode),Propellic,www.propellic.com
https://www.propertysimple.com/eloka-uzodike,eloka.uzodike@prospermbi.com,Marketing,100,Auto-Qualified (listing - Speed Mode),Propertysimple,www.propertysimple.com
http://www.realestatebook.com,support@realestatebook.com,Marketing,100,Auto-Qualified (listing - Speed Mode),Realestatebook,www.realestatebook.com
https://www.redfancommunications.com/,fohse2asset-4@2x.webp,Marketing,100,Auto-Qualified (listing - Speed Mode),Redfancommunications,www.redfancommunications.com
https://www.redlineminds.com/,support@redlineminds.com,Marketing,100,Auto-Qualified (listing - Speed Mode),Redlineminds,www.redlineminds.com
https://www.redrocadvertising.com/,hello@redrocaustin.com,Marketing,100,Auto-Qualified (listing - Speed Mode),Redrocadvertising,www.redrocadvertising.com
https://www.regexseo.com/austin/social-media-marketing.php,info@regexseo.com,Marketing,100,Auto-Qualified (listing - Speed Mode),Regexseo,www.regexseo.com
https://www.semrush.com/webinars/,academy-team@semrush.com,Marketing,100,Auto-Qualified (listing - Speed Mode),Semrush,www.semrush.com
https://www.shopify.com/partners/directory/partner/noir-blanco,contact@noirandblanco.com,Marketing,100,Auto-Qualified (listing - Speed Mode),Shopify,www.shopify.com
https://www.smartsites.com/,contact@smartsites.com,Marketing,100,Auto-Qualified (listing - Speed Mode),Smartsites,www.smartsites.com
https://www.startmotionmedia.com/topmarketingagenciesinaustin-builtinaus/,video@startmotionmedia.com,Marketing,100,Auto-Qualified (organic - Speed Mode),Startmotionmedia,www.startmotionmedia.com
"https://www.statista.com/topics/1176/online-advertising/#:~:text=Overview%20of%20the%20U.S.%20market,were%20devoted%20to%20digital%20advertising.",asia.support@statista.com,Marketing,100,Auto-Qualified (listing - Speed Mode),Statista,www.statista.com
https://www.studio3marketing.com/,johnsmith@email.com,Marketing,100,Auto-Qualified (listing - Speed Mode),Studio3marketing,www.studio3marketing.com
https://www.tba.ai,info@tba.ai,Marketing,100,Auto-Qualified (listing - Speed Mode),Tba,www.tba.ai
http://www.thelyst.com,contact@thelyst.com,Marketing,100,Auto-Qualified (listing - Speed Mode),Thelyst,www.thelyst.com
https://www.topinteractiveagencies.com/digital/agency/profile/north-america/united-states/t3/,global@topinteractiveagencies.com,Marketing,100,Auto-Qualified (organic - Speed Mode),Topinteractiveagencies,www.topinteractiveagencies.com
https://www.trustpilot.com/review/digitalguider.com,support@trustpilot.com,Marketing,100,Auto-Qualified (listing - Speed Mode),Trustpilot,www.trustpilot.com
https://www.upthrust.io/blog/16-best-advertising-agencies-in-austin-for-2024,hello@upthrust.io,Marketing,100,Auto-Qualified (organic - Speed Mode),Upthrust,www.upthrust.io
https://www.waycreative.studio/,hello@waycreative.studio,Marketing,100,Auto-Qualified (listing - Speed Mode),Waycreative,www.waycreative.studio
https://www.webii.net/,support@sitereserve.com,Marketing,100,Auto-Qualified (listing - Speed Mode),Webii,www.webii.net
https://www.xpressranking.com/,info@xpressranking.com,Marketing,100,Auto-Qualified (listing - Speed Mode),Xpressranking,www.xpressranking.com
https://www.yellowfindigital.com/austin-digital-marketing-agency,info@yellowfindigital.com,Marketing,100,Auto-Qualified (listing - Speed Mode),Yellowfindigital,www.yellowfindigital.com
