company_name,website,source,search_term,target_city,extracted_email,art_affinity_score,score_details,art_category
Wir gestalten Innenräume - Innenarchitektur aus München,https://bruecknerinnen.com/,Google,Innenarchitekt,"München, Bayern, Deutschland",date@bruecknerarchitekten.de,2.0,M:2/T:0,Modern/Abstract
Raumausstattung München und in der Nähe,https://www.muenchen.de/service/branchenbuch/R/285.html,Google,Raumausstatter,"München, Bayern, Deutschland","info@zimmer-werk.de,kontakt@rogge-raumausstattung.de,info@raumausstattung-brunsch.de,kontakt@raumausstattung-strass.de,info@wohnwerkstatt-ottobrunn.de,kontakt@wagenpfeil-raumausstattung.de,info@wittmann-raumgestaltung.de,s.wolf@raumausstattung-wolf.de,info@perzl.com,kontakt@dasblauetuch.de,info@bogenhausener-werkstaette.de",1.0,M:1/T:0,Modern/Abstract
Raumausstatter München | Exklusive Raumgestaltung ...,https://zimmer-werk.de/,Google,Raumausstatter,"München, Bayern, Deutschland",,1.0,M:1/T:0,Modern/Abstract
Raumausstatter/in Gehälter in Deutschland 2025 - Stepstone,"https://www.stepstone.de/gehalt/Raumausstatter-in.html#:~:text=11%20%E2%82%AC%20pro%20Stunde.,in%20Essen%2C%20Bochum%2C%20Duisburg.",Google,Raumausstatter,"München, Bayern, Deutschland",,1.0,M:1/T:0,Modern/Abstract
Fischer Raumausstattung,https://www.fischer-raumausstattung.de/,Google,Raumausstatter,"München, Bayern, Deutschland",fue@fischer-raumausstattung.de,3.0,M:4/T:1,Modern/Abstract
"Raumausstattung Aschauer – Boden, Maler & Renovierung in ...",https://raumausstattung-aschauer.de/,Google,Raumausstatter,"München, Bayern, Deutschland","max.aschauer@web.de,dpo-google@google.com",2.0,M:3/T:1,Modern/Abstract
raumwahl raumausstatter inneneinrichter münchen ...,https://www.raum-wahl.de/,Google,Raumausstatter,"München, Bayern, Deutschland",raumwahl@online.de,1.0,M:1/T:0,Modern/Abstract
Interior Designers in Cologne - Top 25 ...,https://www.re-thinkingthefuture.com/top-architects/a7643-interior-designers-in-cologne-top-25-interior-designers-in-cologne/,Google,Innenarchitekt,"Köln, Nordrhein-Westfalen, Deutschland",,1.0,M:1/T:0,Modern/Abstract
Home - Studio ASH | Interior - Architecture - Design,https://studio-ash.de/,Google,Innenarchitekt,"Köln, Nordrhein-Westfalen, Deutschland",info@studio-ash.de,2.0,M:3/T:1,Modern/Abstract
"MS in Interior Design in Germany: Top Universities, Admission","https://www.studyeurope.in/ms-in-interior-design-in-germany/#:~:text=Great%20universities%3A%20Germany%20has%20some,in%20Germany%20is%20relatively%20low.",Google,Innenarchitekt,"Köln, Nordrhein-Westfalen, Deutschland","info@anigdha.com,contact@anighdha.com",2.0,M:2/T:0,Modern/Abstract
What is the 70/30 rule in interior design? - Group 3 Designs,"https://www.group3designs.com/2025/05/what-is-the-70-30-rule-in-interior-design/#:~:text=The%2070%2F30%20rule%20suggests,the%20space%20from%20feeling%20monotonous.",Google,Innenarchitekt,"Köln, Nordrhein-Westfalen, Deutschland",info@group3designs.net,2.0,M:2/T:0,Modern/Abstract
Innen & Architektur,https://www.lepel-lepel.de/,Google,Innenarchitekt,"Köln, Nordrhein-Westfalen, Deutschland",info@lepel-lepel.de,1.0,M:3/T:2,Modern/Abstract
ULRIKE WALLAUER Innenarchitektin AKNW Neue ...,https://wallauer-innenarchitektin.eu/,Google,Innenarchitekt,"Köln, Nordrhein-Westfalen, Deutschland",,3.0,M:3/T:0,Modern/Abstract
Raumausstatter/in Gehälter in Deutschland 2025 - Stepstone,"https://www.stepstone.de/gehalt/Raumausstatter-in.html#:~:text=11%20%E2%82%AC%20pro%20Stunde.,in%20Essen%2C%20Bochum%2C%20Duisburg.",Google,Raumausstatter,"Köln, Nordrhein-Westfalen, Deutschland",,1.0,M:1/T:0,Modern/Abstract
"MS in Interior Design in Germany: Top Universities, Admission","https://www.studyeurope.in/ms-in-interior-design-in-germany/#:~:text=Great%20universities%3A%20Germany%20has%20some,in%20Germany%20is%20relatively%20low.",Google,Innenarchitekt,"Frankfurt am Main, Hessen, Deutschland","info@anigdha.com,contact@anighdha.com",2.0,M:2/T:0,Modern/Abstract
JL Innenarchitektur,https://www.high-on.com/jl-innenarchitektur,Google,Innenarchitekt,"Frankfurt am Main, Hessen, Deutschland",,2.0,M:2/T:0,Modern/Abstract
jueschke-innenarchitektur.de,https://jueschke-innenarchitektur.de/,Google,Innenarchitekt,"Frankfurt am Main, Hessen, Deutschland",buero@jueschke-innenarchitektur.de,1.0,M:1/T:0,Modern/Abstract
Raumausstatter Frankfurt » Stilvolle Raumgestaltung vom ...,https://www.raumconcept.de/,Google,Raumausstatter,"Frankfurt am Main, Hessen, Deutschland",info@raumconcept.de,11.0,M:13/T:2,Modern/Abstract
Lebensraum FFM: Raumausstatter Frankfurt am Main,https://lebensraum-ffm.de/,Google,Raumausstatter,"Frankfurt am Main, Hessen, Deutschland",info@lebensraum-ffm.de,2.0,M:2/T:0,Modern/Abstract
Raumausstattung Henrici - Raumausstattung Henrici ...,https://raumausstattung-henrici.de/,Google,Raumausstatter,"Frankfurt am Main, Hessen, Deutschland",info@raumausstattung-henrici.de,1.0,M:4/T:3,Modern/Abstract
Bachelor Interior Architecture,https://www.hft-stuttgart.com/studies/fields-of-study/architecture-and-design/bachelor-interior-architecture,Google,Innenarchitekt,"Stuttgart, Baden-Württemberg, Deutschland","heidrun.boegner-balz@hft-stuttgart.de,marine.paichard@hft-stuttgart.de,anisha.schwille@hft-stuttgart.de,berndt.zeitler@hft-stuttgart.de,beatriz.unger-bimczok@hft-stuttgart.de,dieter.uckelmann@hft-stuttgart.de,elena.schoen@hft-stuttgart.de,danielle.chagas@hft-stuttgart.de,tamara.piombino@hft-stuttgart.de,daniela.claus@hft-stuttgart.de,christina.rehm@hft-stuttgart.de,sarah.larsen-vefring@hft-stuttgart.de,salam.traboulsi@hft-stuttgart.de,volker.coors@hft-stuttgart.de,tobias.popovic@hft-stuttgart.de,ia@hft-stuttgart.de,isabella.fischer@hft-stuttgart.de,anja.ernst@hft-stuttgart.de,seher.qadeer-wecke@hft-stuttgart.de,andreas.schmitt@hft-stuttgart.de,innenarchitektur@hft-stuttgart.de,diana.arfeli@hft-stuttgart.de",1.0,M:1/T:0,Modern/Abstract
Behnisch Architekten,https://behnisch.com/,Google,Innenarchitekt,"Stuttgart, Baden-Württemberg, Deutschland",,3.0,M:3/T:0,Modern/Abstract
DORIS WOLFART – Innenarchitektur & Architektur,https://www.doriswolfart.com/,Google,Innenarchitekt,"Stuttgart, Baden-Württemberg, Deutschland","user@domain.com,mail@doriswolfart.com",1.0,M:1/T:0,Modern/Abstract
Raumausstatter Friz,https://raumausstattung-friz.de/,Google,Raumausstatter,"Stuttgart, Baden-Württemberg, Deutschland",info@raumausstattung-friz.de,1.0,M:1/T:0,Modern/Abstract
Raumausstatter/in Gehälter in Deutschland 2025 - Stepstone,"https://www.stepstone.de/gehalt/Raumausstatter-in.html#:~:text=11%20%E2%82%AC%20pro%20Stunde.,in%20Essen%2C%20Bochum%2C%20Duisburg.",Google,Raumausstatter,"Stuttgart, Baden-Württemberg, Deutschland",,1.0,M:1/T:0,Modern/Abstract
"MS in Interior Design in Germany: Top Universities, Admission","https://www.studyeurope.in/ms-in-interior-design-in-germany/#:~:text=Great%20universities%3A%20Germany%20has%20some,in%20Germany%20is%20relatively%20low.",Google,Innenarchitekt,"Düsseldorf, Nordrhein-Westfalen, Deutschland","info@anigdha.com,contact@anighdha.com",2.0,M:2/T:0,Modern/Abstract
"Innenarchitektur Düsseldorf, Ursula ...",https://www.ulla-blennemann.de/en/,Google,Innenarchitekt,"Düsseldorf, Nordrhein-Westfalen, Deutschland","info@ulla-blennemann.de,info@ubhome.de",4.0,M:4/T:0,Modern/Abstract
PLANKONTUR: INNENARCHITEKTEN IN DÜSSELDORF,https://plankontur.de/,Google,Innenarchitekt,"Düsseldorf, Nordrhein-Westfalen, Deutschland",info@plankontur.de,3.0,M:3/T:0,Modern/Abstract
Raumausstattung Düsseldorf | Jusczyk raum + ausstattung,https://www.oliverjusczyk.de/,Google,Raumausstatter,"Düsseldorf, Nordrhein-Westfalen, Deutschland",info@oliverjusczyk.de,6.0,M:6/T:0,Modern/Abstract
Raumakzente + Ausstattung: Raumausstattung Düsseldorf,https://www.raumakzente.de/,Google,Raumausstatter,"Düsseldorf, Nordrhein-Westfalen, Deutschland",,5.0,M:6/T:1,Modern/Abstract
Raumausstatter/in Gehälter in Deutschland 2025 - Stepstone,"https://www.stepstone.de/gehalt/Raumausstatter-in.html#:~:text=11%20%E2%82%AC%20pro%20Stunde.,in%20Essen%2C%20Bochum%2C%20Duisburg.",Google,Raumausstatter,"Düsseldorf, Nordrhein-Westfalen, Deutschland",,1.0,M:1/T:0,Modern/Abstract
Rick Wohnkultur | Exklusive Inneneinrichtung aus Düsseldorf,https://rick-wohnkultur.de/,Google,Raumausstatter,"Düsseldorf, Nordrhein-Westfalen, Deutschland",info@rick-wohnkultur.de,2.0,M:2/T:0,Modern/Abstract
Raumausstattung Düsseldorf | Willkommen bei Schecher.de,https://schecher.de/,Google,Raumausstatter,"Düsseldorf, Nordrhein-Westfalen, Deutschland",info@schecher.de,10.0,M:11/T:1,Modern/Abstract
Interior Designers in Leipzig - Top 25 ...,https://www.re-thinkingthefuture.com/top-architects/a8144-interior-designers-in-leipzig-top-25-interior-designers-in-leipzig/,Google,Innenarchitekt,"Leipzig, Sachsen, Deutschland",,3.0,M:3/T:0,Modern/Abstract
Emotionrooms | Interior Design & Innenarchitekten Leipzig,https://www.emotionrooms.de/,Google,Innenarchitekt,"Leipzig, Sachsen, Deutschland",info@emotionrooms.de,2.0,M:3/T:1,Modern/Abstract
Atelier Boger - Interieur Design,https://www.atelierboger.com/,Google,Innenarchitekt,"Leipzig, Sachsen, Deutschland","evelinaboger@atelierboger.com,benutzer@domain.com",1.0,M:1/T:0,Modern/Abstract
Raumausstattung & Polsterei Köhler in Leipzig,https://www.raumausstattung-koehler-leipzig.de/,Google,Raumausstatter,"Leipzig, Sachsen, Deutschland","fo@raumausstattung-koehler-leipzig.de,info@raumausstattung-koehler-leipzig.de",1.0,M:1/T:0,Modern/Abstract
Raumausstatter Rothaupt - Raumaustatter Rothaupt,https://www.raumausstatter-rothaupt.de/home/,Google,Raumausstatter,"Leipzig, Sachsen, Deutschland",,2.0,M:2/T:0,Modern/Abstract
Raumgespür – Innenarchitektur und Design aus Dortmund,https://raum-gespuer.de/,Google,Innenarchitekt,"Dortmund, Nordrhein-Westfalen, Deutschland",mail@raum-gespuer.de,2.0,M:2/T:0,Modern/Abstract
"Büro für Innenarchitektur Dortmund, Innenarchitekt Dortmund ...",http://www.ilka-hilgemann.de/,Google,Innenarchitekt,"Dortmund, Nordrhein-Westfalen, Deutschland",mail@raum-gespuer.de,1.0,M:1/T:0,Modern/Abstract
Innenarchitekt Dortmund – Exklusive Architektur & Planung,https://one-contact.de/innenarchitekt-dortmund/,Google,Innenarchitekt,"Dortmund, Nordrhein-Westfalen, Deutschland",info@one-contact.de,4.0,M:4/T:0,Modern/Abstract
Zimmermann Dortmund – Raumausstattung und Polsterei,https://zimmermann-dortmund.de/,Google,Raumausstatter,"Dortmund, Nordrhein-Westfalen, Deutschland",kontakt@zimmermann-dortmund.de,1.0,M:1/T:0,Modern/Abstract
Raumgestaltung Pöpplow,https://poepplow.com/,Google,Raumausstatter,"Dortmund, Nordrhein-Westfalen, Deutschland",info@poepplow.com,4.0,M:5/T:1,Modern/Abstract
Lohnt sich ein Innenarchitekt? Alle Vorteile und Kosten im Überblick,"https://farbmut.de/innenarchitekt/#:~:text=Die%20Kosten%20f%C3%BCr%20einen%20Innenarchitekten,oder%20mehr%20f%C3%BCr%20erfahrene%20Innenarchitekten.",Google,Innenarchitekt,"Essen, Nordrhein-Westfalen, Deutschland",hallo@farbmut.de,1.0,M:1/T:0,Modern/Abstract
Innenarchitekt Essen - Beyer Designs,https://beyer-designs.de/innenarchitekt-essen/,Google,Innenarchitekt,"Essen, Nordrhein-Westfalen, Deutschland",info@beyer-designs.de,3.0,M:4/T:1,Modern/Abstract
Innenarchitektur - KRAMM Einrichtungshaus ...,https://www.kramm-wohnen.de/service/innenarchitektur/,Google,Innenarchitekt,"Essen, Nordrhein-Westfalen, Deutschland",info@kramm-wohnen.de,2.0,M:2/T:0,Modern/Abstract
Herold & Henneken: Raumausstattung Essen | Kettwig,https://www.heroldhenneken.de/,Google,Raumausstatter,"Essen, Nordrhein-Westfalen, Deutschland",info@heroldhenneken.de,1.0,M:1/T:0,Modern/Abstract
Herzlich Willkommen bei Raumgestaltung Schulenburg in ...,https://raumgestaltungschulenburg.de/,Google,Raumausstatter,"Essen, Nordrhein-Westfalen, Deutschland",info@raumgestaltungschulenburg.de,3.0,M:4/T:1,Modern/Abstract
What is the 70/30 rule in interior design? - Group 3 Designs,"https://www.group3designs.com/2025/05/what-is-the-70-30-rule-in-interior-design/#:~:text=The%2070%2F30%20rule%20suggests,the%20space%20from%20feeling%20monotonous.",Google,Innenarchitekt,"Bremen, Bremen, Deutschland",info@group3designs.net,2.0,M:2/T:0,Modern/Abstract
"MS in Interior Design in Germany: Top Universities, Admission","https://www.studyeurope.in/ms-in-interior-design-in-germany/#:~:text=Great%20universities%3A%20Germany%20has%20some,in%20Germany%20is%20relatively%20low.",Google,Innenarchitekt,"Bremen, Bremen, Deutschland","info@anigdha.com,contact@anighdha.com",2.0,M:2/T:0,Modern/Abstract
Schulz | Interior Design gibt der Persönlichkeit Raum,https://schulz-rooms.de/,Google,Innenarchitekt,"Bremen, Bremen, Deutschland",info@schulz-rooms.de,5.0,M:8/T:3,Modern/Abstract
Raumausstatter und Polsterei Herbert Kemena in Bremen,https://www.herbert-kemena.de/,Google,Raumausstatter,"Bremen, Bremen, Deutschland",info@herbert-kemena.de,2.0,M:3/T:1,Modern/Abstract
Raumkonzepte | Raumausstattung in Bremen,https://www.raumausstattung-peters.de/,Google,Raumausstatter,"Bremen, Bremen, Deutschland",info@raumausstattung-peters.de,1.0,M:2/T:1,Modern/Abstract
Interior Designers in Dresden - Top 30 ...,https://www.re-thinkingthefuture.com/top-architects/a8123-interior-designers-in-dresden-top-30-interior-designers-in-dresden/2/,Google,Innenarchitekt,"Dresden, Sachsen, Deutschland",,1.0,M:1/T:0,Modern/Abstract
Katia Pfau Innenarchitektur Dresden,https://kp-innenarchitektur.de/,Google,Innenarchitekt,"Dresden, Sachsen, Deutschland","mails@kp-interiors.com,info@kp-innenarchitektur.de",1.0,M:1/T:0,Modern/Abstract
RaumKonzept Scholz,https://raumkonzept-scholz.eu/,Google,Innenarchitekt,"Dresden, Sachsen, Deutschland","maxi.muster@beispiel.de,mail@raumkonzept-scholz.eu",1.0,M:1/T:0,Modern/Abstract
Glück Raumausstattung,https://www.glueck-raum.de/,Google,Raumausstatter,"Dresden, Sachsen, Deutschland",info@glueck-raum.de,1.0,M:1/T:0,Modern/Abstract
Raumausstatter/in Gehälter in Deutschland 2025 - Stepstone,"https://www.stepstone.de/gehalt/Raumausstatter-in.html#:~:text=11%20%E2%82%AC%20pro%20Stunde.,in%20Essen%2C%20Bochum%2C%20Duisburg.",Google,Raumausstatter,"Dresden, Sachsen, Deutschland",,1.0,M:1/T:0,Modern/Abstract
Reichelt die Einrichter: Willkommen bei ihrem Einrichter,https://reichelt-einrichter.com/,Google,Raumausstatter,"Dresden, Sachsen, Deutschland","r.ebert@reichelt-einrichter.com,mail@raumausstattung-tharandt.com,a.irmer@raumausstattung-tharandt.com,m.reichelt@reichelt-einrichter.com,maler@reichelt-einrichter.com,m.gey@reichelt-einrichter.com,info@reichelt-einrichter.com,s.wagner@reichelt-einrichter.com,a.hampel@reichelt-einrichter.com,dresden@reichelt-einrichter.com,f.walter@reichelt-einrichter.com,m.ullrich@reichelt-einrichter.com,c.walter@raumausstattung-tharandt.com,a.gutsche@reichelt-einrichter.com,l.hartung@reichelt-einrichter.com,j.wagner@raumausstattung-tharandt.com,r.wegbrod@reichelt-einrichter.com,abc@xyz.com,t.gruetzner@reichelt-einrichter.com,k.heber@reichelt-einrichter.com",2.0,M:3/T:1,Modern/Abstract
CP-Innenarchitektur Hannover | Umbau und Neugestaltung,https://claudiapeter-innenarchitektur.de/,Google,Innenarchitekt,"Hannover, Niedersachsen, Deutschland",mail@claudiapeter-innenarchitektur.de,1.0,M:1/T:0,Modern/Abstract
"Innenarchitekt Hannover – Räume gestalten, die inspirieren",https://wackerhagen-buero.de/innenarchitekt-hannover/,Google,Innenarchitekt,"Hannover, Niedersachsen, Deutschland",info@wackerhagen-buero.de,4.0,M:4/T:0,Modern/Abstract
"Ludewig Innenarchitektur – Wir schaffen Orte, die sich im ...",https://ludewig-innenarchitektur.de/,Google,Innenarchitekt,"Hannover, Niedersachsen, Deutschland",info@ludewig-innenarchitektur.de,5.0,M:5/T:0,Modern/Abstract
Innenarchitekt Hannover – Sorgenfrei neu gestalten mit ...,https://www.hansgbock.de/innenarchitekt,Google,Innenarchitekt,"Hannover, Niedersachsen, Deutschland",,2.0,M:2/T:0,Modern/Abstract
Willkommen bei KANANI Innenarchitektur ihr ...,https://kanani.de/,Google,Innenarchitekt,"Hannover, Niedersachsen, Deutschland",innenarchitektur@kanani.de,1.0,M:1/T:0,Modern/Abstract
Rokahr Innenarchitekten | Hannover,https://rokahr-innenarchitekten.de/,Google,Innenarchitekt,"Hannover, Niedersachsen, Deutschland",kontakt@rokahr-innenarchitekten.de,1.0,M:1/T:0,Modern/Abstract
Johnson | Architektur | Innenarchitektur | Nürnberg | Home,https://www.johnson-architektur.de/,Google,Innenarchitekt,"Nürnberg, Bayern, Deutschland",kontakt@johnson-architektur.de,2.0,M:4/T:2,Modern/Abstract
Was gute Innenarchitekten können und kosten - Wohnglück,"https://wohnglueck.de/artikel/innenarchitekt-finden-81778#:~:text=Stundenhonorare%20von%20Innenarchitekten%20liegen%20meist,etwa%20zwei%20bis%20f%C3%BCnf%20Stunden.",Google,Innenarchitekt,"Nürnberg, Bayern, Deutschland","chupurnov@gmail.com,datenschutz@deinneueszuhause.de,datenschutz@DeinNeuesHause.de",4.0,M:4/T:0,Modern/Abstract
Innenarchitekt Duisburg – Exklusive Architektur & Planung,https://one-contact.de/innenarchitekt-duisburg/,Google,Innenarchitekt,"Duisburg, Nordrhein-Westfalen, Deutschland",info@one-contact.de,4.0,M:4/T:0,Modern/Abstract
Architektur Design Dombrowski - Architekt in Duisburg - Home,http://www.ardesdo.de/,Google,Innenarchitekt,"Duisburg, Nordrhein-Westfalen, Deutschland",ardesdo@gmail.com,2.0,M:2/T:0,Modern/Abstract
Innenarchitekt: 26 Jobs & Stellenangebote in Duisburg,https://www.stepstone.de/jobs/innenarchitekt/in-duisburg,Google,Innenarchitekt,"Duisburg, Nordrhein-Westfalen, Deutschland",,6.0,M:6/T:0,Modern/Abstract
Raumdesign Dommers: Ihr Zuhause neu gedacht,https://www.dommers.de/,Google,Raumausstatter,"Duisburg, Nordrhein-Westfalen, Deutschland",service@dommers.de,3.0,M:4/T:1,Modern/Abstract
Lohnt sich ein Innenarchitekt? Alle Vorteile und Kosten im Überblick,"https://farbmut.de/innenarchitekt/#:~:text=Die%20Kosten%20f%C3%BCr%20einen%20Innenarchitekten,oder%20mehr%20f%C3%BCr%20erfahrene%20Innenarchitekten.",Google,Innenarchitekt,"Bochum, Nordrhein-Westfalen, Deutschland",hallo@farbmut.de,1.0,M:1/T:0,Modern/Abstract
Stark Design - Innenarchitekt Thomas Stark aus Bochum,https://www.stark-design.net/,Google,Innenarchitekt,"Bochum, Nordrhein-Westfalen, Deutschland",info@stark-design.net,2.0,M:2/T:0,Modern/Abstract
Innenarchitektur Bochum - Planungsbüro in Bochum,https://one-contact.de/innenarchitektur-bochum/,Google,Innenarchitekt,"Bochum, Nordrhein-Westfalen, Deutschland",info@one-contact.de,4.0,M:4/T:0,Modern/Abstract
Einrichten mit Ihren Designexperten von BLENNEMANN,https://blennemann.de/einrichten/?srsltid=AfmBOoqVvxS2Phg87vSbPKoGkmF3tV-N1LBlu-HqKF9gxuOes-axP7Y1,Google,Innenarchitekt,"Bochum, Nordrhein-Westfalen, Deutschland",einrichtungshaus@blennemann.de,8.0,M:10/T:2,Modern/Abstract
Goerdel Raumgestaltung | Ihr Raumausstatter in Bochum,https://www.raumgestaltung-goerdel.de/,Google,Raumausstatter,"Bochum, Nordrhein-Westfalen, Deutschland","info@raumgestaltung-goerdel.de,knut-goerdel@web.de",1.0,M:3/T:2,Modern/Abstract
Steden Raumgestaltung - Bochum,https://www.steden-raumgestaltung.de/,Google,Raumausstatter,"Bochum, Nordrhein-Westfalen, Deutschland","buchhaltung@steden-raumgestaltung.de,buchhaltung@steden-bodenbelaege.de,kontakt@steden-raumgestaltung.de,m.kann@steden-raumgestaltung.de,m.kann@steden-bodenbelaege.de",6.0,M:7/T:1,Modern/Abstract
Raumgestaltung M. Schwarz in Bochum - Startseite,https://www.raumdesignschwarz.de/,Google,Raumausstatter,"Bochum, Nordrhein-Westfalen, Deutschland",bochum@raumdesignschwarz.de,2.0,M:2/T:0,Modern/Abstract
Dekorationen Hartenberg GmbH- Ihr Raumausstatter in Bochum,https://hartenberg.de/,Google,Raumausstatter,"Bochum, Nordrhein-Westfalen, Deutschland",dekorationen@hartenberg.de,4.0,M:4/T:0,Modern/Abstract
Raumausstatter/in Gehälter in Deutschland 2025 - Stepstone,"https://www.stepstone.de/gehalt/Raumausstatter-in.html#:~:text=11%20%E2%82%AC%20pro%20Stunde.,in%20Essen%2C%20Bochum%2C%20Duisburg.",Google,Raumausstatter,"Bochum, Nordrhein-Westfalen, Deutschland",,1.0,M:1/T:0,Modern/Abstract
Lohnt sich ein Innenarchitekt? Alle Vorteile und Kosten im Überblick,"https://farbmut.de/innenarchitekt/#:~:text=Die%20Kosten%20f%C3%BCr%20einen%20Innenarchitekten,oder%20mehr%20f%C3%BCr%20erfahrene%20Innenarchitekten.",Google,Innenarchitekt,"Wuppertal, Nordrhein-Westfalen, Deutschland",hallo@farbmut.de,1.0,M:1/T:0,Modern/Abstract
Innenarchitektur Beate Christophery Wuppertal Köln ...,http://www.christophery.eu/,Google,Innenarchitekt,"Wuppertal, Nordrhein-Westfalen, Deutschland",info@christophery.eu,1.0,M:1/T:0,Modern/Abstract
Meisterbetrieb für Raumausstattung in Wuppertal,https://www.mutzberg.de/,Google,Raumausstatter,"Wuppertal, Nordrhein-Westfalen, Deutschland",info@mutzberg.de,1.0,M:1/T:0,Modern/Abstract
Uwe Knäpper - Raumausstattung in Wuppertal. ...,https://www.raumausstattung-knaepper.de/,Google,Raumausstatter,"Wuppertal, Nordrhein-Westfalen, Deutschland","info@raumausstattung-knaepper.de,bianca@raumausstattung-knaepper.de",1.0,M:2/T:1,Modern/Abstract
Karin Friedrich-Wellmann / architektur + innenarchitektur ...,https://www.friedrich-wellmann.de/,Google,Innenarchitekt,"Bielefeld, Nordrhein-Westfalen, Deutschland",,1.0,M:1/T:0,Modern/Abstract
Diekmann Innenarchitektur,https://www.uwe-diekmann.de/,Google,Innenarchitekt,"Bielefeld, Nordrhein-Westfalen, Deutschland",info@uwe-diekmann.de,1.0,M:1/T:0,Modern/Abstract
Christoph Drefelder: Ihr professioneller Raumausstatter in ...,https://www.drefelder.de/,Google,Raumausstatter,"Bielefeld, Nordrhein-Westfalen, Deutschland",info@drefelder.de,1.0,M:1/T:0,Modern/Abstract
Raumausstattung Dirk Siekmann in Bielefeld - Startseite,http://www.raumausstatter-siekmann.de/,Google,Raumausstatter,"Bielefeld, Nordrhein-Westfalen, Deutschland",siekmann.raumausstattung@arcor.de,1.0,M:1/T:0,Modern/Abstract
Innenarchitektin Anne Wahlen Rheinbach / Bonn,https://aw-innenarchitektur.de/,Google,Innenarchitekt,"Bonn, Nordrhein-Westfalen, Deutschland",wahlen@aw-innenarchitektur.de,2.0,M:2/T:0,Modern/Abstract
Innenarchitekt Bonn – Exklusive Architektur & Planung,https://one-contact.de/innenarchitekt-bonn/,Google,Innenarchitekt,"Bonn, Nordrhein-Westfalen, Deutschland",info@one-contact.de,4.0,M:4/T:0,Modern/Abstract
Raumausstattung Burggraf: Ihre Raumausstattung in Bonn,https://raumausstattung-burggraf.de/,Google,Raumausstatter,"Bonn, Nordrhein-Westfalen, Deutschland",info@raumausstattung-burggraf.de,1.0,M:2/T:1,Modern/Abstract
