company_name,website,source,search_term,target_city,extracted_email,art_affinity_score,score_details,art_category
Estudio de interioristas en Zaragoza,https://rosariolopez.es/interiorismo-en-zaragoza/,Google,Diseñador de interiores,"Zaragoza, Aragón, España",info@rosariolopez.es,6.0,M:7/T:1,Modern/Abstract
Paula Zarzuela: Diseño de Interiores en Zaragoza,https://paulazarzuela.com/,Google,Decorador de interiores,"Zaragoza, Aragón, España",hola@paulazarzuela.com,1.0,M:1/T:0,Modern/Abstract
Interiorismo Zaragoza - Punto y Seguido - Decoración de ...,https://puntoyseguidoestudio.com/,Google,Decorador de interiores,"Zaragoza, Aragón, España","info@puntoyseguidoestudio.com.Igualmente,info@puntoyseguidoestudio.com,51info@puntoyseguidoestudio.com",1.0,M:1/T:0,Modern/Abstract
Eva Monge – Diseño de Interiores | Interiorista Zaragoza,https://www.evamonge.com/,Google,Decorador de interiores,"Zaragoza, Aragón, España",hola@evamonge.com,5.0,M:5/T:0,Modern/Abstract
¿Qué es y cuales son las funciones de un interiorista? - Interni Esterni,https://www.ie2.es/que-es-y-cuales-son-las-funciones-de-un-interiorista/,Google,Interiorista,"Zaragoza, Aragón, España",info@ie2.es,2.0,M:2/T:0,Modern/Abstract
Interiorismo Zaragoza - Punto y Seguido - Decoración de ...,https://puntoyseguidoestudio.com/,Google,Interiorista,"Zaragoza, Aragón, España","info@puntoyseguidoestudio.com.Igualmente,info@puntoyseguidoestudio.com,51info@puntoyseguidoestudio.com",1.0,M:1/T:0,Modern/Abstract
Paula Zarzuela: Diseño de Interiores en Zaragoza,https://paulazarzuela.com/,Google,Interiorista,"Zaragoza, Aragón, España",hola@paulazarzuela.com,1.0,M:1/T:0,Modern/Abstract
Estudio Verona - Estudio de Reformas Zaragoza,https://estudioverona.es/,Google,Interiorista,"Zaragoza, Aragón, España",,2.0,M:2/T:0,Modern/Abstract
Eva Monge – Diseño de Interiores | Interiorista Zaragoza,https://www.evamonge.com/,Google,Interiorista,"Zaragoza, Aragón, España",hola@evamonge.com,5.0,M:5/T:0,Modern/Abstract
¿Cuánto cuesta el diseño de interiores? Precios en 2025,"https://www.cronoshare.com/cuanto-cuesta/diseno-interiores#:~:text=El%20precio%20por%20hora%20de,precios%20desde%2015%20%E2%82%AC%2Fm2.",Google,Diseñador de interiores,"Málaga, Andalucía, España","collection@infegy.com,cronoshare@cronoshare.com",1.0,M:1/T:0,Modern/Abstract
Estudio de interioristas en Málaga,https://rosariolopez.es/interiorismo-en-malaga/,Google,Diseñador de interiores,"Málaga, Andalucía, España",info@rosariolopez.es,6.0,M:7/T:1,Modern/Abstract
Estudio de interioristas en Málaga,https://rosariolopez.es/interiorismo-en-malaga/,Google,Decorador de interiores,"Málaga, Andalucía, España",info@rosariolopez.es,6.0,M:7/T:1,Modern/Abstract
c2 Interioristas ® Málaga - Proyectos realizados,https://c2interioristas.com/,Google,Interiorista,"Málaga, Andalucía, España",info@c2interioristas.com,1.0,M:1/T:0,Modern/Abstract
Keinzo Interiores | Interiorismo de Lujo y Arquitectura,https://keinzo.com/,Google,Diseñador de interiores,"Murcia, Región de Murcia, España",info@keinzo.com,1.0,M:1/T:0,Modern/Abstract
Estudio de interioristas en Murcia,https://rosariolopez.es/interiorismo-en-murcia/,Google,Diseñador de interiores,"Murcia, Región de Murcia, España",info@rosariolopez.es,6.0,M:7/T:1,Modern/Abstract
Juanjo Almagro: Diseñador de Interiores en Murcia,https://cys-juanjoalmagro.com/,Google,Decorador de interiores,"Murcia, Región de Murcia, España",juanjoanimagro@gmail.com,4.0,M:5/T:1,Modern/Abstract
Estudio de interioristas en Murcia,https://rosariolopez.es/interiorismo-en-murcia/,Google,Decorador de interiores,"Murcia, Región de Murcia, España",info@rosariolopez.es,6.0,M:7/T:1,Modern/Abstract
Keinzo Interiores | Interiorismo de Lujo y Arquitectura,https://keinzo.com/,Google,Decorador de interiores,"Murcia, Región de Murcia, España",info@keinzo.com,1.0,M:1/T:0,Modern/Abstract
Raúl Lorente | Diseño de interiores en Murcia,https://raullorente.com/,Google,Decorador de interiores,"Murcia, Región de Murcia, España",interiorismo@raullorente.com,1.0,M:5/T:4,Modern/Abstract
Juanjo Almagro: Diseñador de Interiores en Murcia,https://cys-juanjoalmagro.com/,Google,Interiorista,"Murcia, Región de Murcia, España",juanjoanimagro@gmail.com,4.0,M:5/T:1,Modern/Abstract
Keinzo Interiores | Interiorismo de Lujo y Arquitectura,https://keinzo.com/,Google,Interiorista,"Murcia, Región de Murcia, España",info@keinzo.com,1.0,M:1/T:0,Modern/Abstract
¿Qué es y cuales son las funciones de un interiorista? - Interni Esterni,https://www.ie2.es/que-es-y-cuales-son-las-funciones-de-un-interiorista/,Google,Interiorista,"Murcia, Región de Murcia, España",info@ie2.es,2.0,M:2/T:0,Modern/Abstract
Virginia Pérez • Diseñadora de Interiores en Mallorca,https://virginiainteriorismo.com/,Google,Diseñador de interiores,"Palma, Islas Baleares, España","info@virginiainteriorismo.com,ogarcia@metricaweb.es",3.0,M:7/T:4,Modern/Abstract
Los interioristas con más talento de Mallorca - Helen Cummins,https://www.helencummins.es/mejores-interioristas-mallorca/,Google,Diseñador de interiores,"Palma, Islas Baleares, España",email@correo.com,5.0,M:7/T:2,Modern/Abstract
Estudio de Interiorismo en Mallorca - Palma,https://trendshome.es/content/62-proyectos-de-interiorismo?srsltid=AfmBOooNr2HdU2l89zdiaSEyFefjwrYIZuwFABWqyzL2f7OnkpojL2H3,Google,Diseñador de interiores,"Palma, Islas Baleares, España","info@trendsstudio.es,tienda@trendshome.es",3.0,M:4/T:1,Modern/Abstract
Virginia Pérez • Diseñadora de Interiores en Mallorca,https://virginiainteriorismo.com/,Google,Decorador de interiores,"Palma, Islas Baleares, España","info@virginiainteriorismo.com,ogarcia@metricaweb.es",3.0,M:7/T:4,Modern/Abstract
▷ Diseñador de Interiores en Palma Mallorca,https://e20studio.com/interiorismo/,Google,Decorador de interiores,"Palma, Islas Baleares, España",,5.0,M:5/T:0,Modern/Abstract
¿Qué es y cuales son las funciones de un interiorista? - Interni Esterni,https://www.ie2.es/que-es-y-cuales-son-las-funciones-de-un-interiorista/,Google,Interiorista,"Palma, Islas Baleares, España",info@ie2.es,2.0,M:2/T:0,Modern/Abstract
Virginia Pérez • Diseñadora de Interiores en Mallorca,https://virginiainteriorismo.com/,Google,Interiorista,"Palma, Islas Baleares, España","info@virginiainteriorismo.com,ogarcia@metricaweb.es",3.0,M:7/T:4,Modern/Abstract
Estudio de Interiorismo en Mallorca - Palma,https://trendshome.es/content/62-proyectos-de-interiorismo?srsltid=AfmBOoofzkqyzWIvajWYP3qD4gRv5gu_kZ1KFTNSRRhvFXQLHeDng7It,Google,Interiorista,"Palma, Islas Baleares, España","info@trendsstudio.es,tienda@trendshome.es",3.0,M:4/T:1,Modern/Abstract
¿Qué es y cuales son las funciones de un interiorista? - Interni Esterni,https://www.ie2.es/que-es-y-cuales-son-las-funciones-de-un-interiorista/,Google,Interiorista,"Las Palmas, Canarias, España",info@ie2.es,2.0,M:2/T:0,Modern/Abstract
Sube Interiorismo: diseño de interiores en Bilbao,https://subeinteriorismo.com/,Google,Diseñador de interiores,"Bilbao, País Vasco, España",sube@subeinteriorismo.com,2.0,M:2/T:0,Modern/Abstract
Sube Interiorismo: diseño de interiores en Bilbao,https://subeinteriorismo.com/,Google,Decorador de interiores,"Bilbao, País Vasco, España",sube@subeinteriorismo.com,2.0,M:2/T:0,Modern/Abstract
¿Qué es y cuales son las funciones de un interiorista? - Interni Esterni,https://www.ie2.es/que-es-y-cuales-son-las-funciones-de-un-interiorista/,Google,Interiorista,"Bilbao, País Vasco, España",info@ie2.es,2.0,M:2/T:0,Modern/Abstract
Sube Interiorismo: diseño de interiores en Bilbao,https://subeinteriorismo.com/,Google,Interiorista,"Bilbao, País Vasco, España",sube@subeinteriorismo.com,2.0,M:2/T:0,Modern/Abstract
Decorador de Interiores en Alicante – Decorador de Casas de ...,https://sergionistico.com/,Google,Diseñador de interiores,"Alicante, Comunidad Valenciana, España",info@sergionistico.com,1.0,M:1/T:0,Modern/Abstract
Estudio de interioristas en Alicante,https://rosariolopez.es/interiorismo-en-alicante/,Google,Diseñador de interiores,"Alicante, Comunidad Valenciana, España",info@rosariolopez.es,6.0,M:7/T:1,Modern/Abstract
Decorador de Interiores en Alicante – Decorador de Casas de ...,https://sergionistico.com/,Google,Decorador de interiores,"Alicante, Comunidad Valenciana, España",info@sergionistico.com,1.0,M:1/T:0,Modern/Abstract
Estudio de interioristas en Alicante,https://rosariolopez.es/interiorismo-en-alicante/,Google,Decorador de interiores,"Alicante, Comunidad Valenciana, España",info@rosariolopez.es,6.0,M:7/T:1,Modern/Abstract
¿Qué es y cuales son las funciones de un interiorista? - Interni Esterni,https://www.ie2.es/que-es-y-cuales-son-las-funciones-de-un-interiorista/,Google,Interiorista,"Alicante, Comunidad Valenciana, España",info@ie2.es,2.0,M:2/T:0,Modern/Abstract
Estudio de interioristas en Alicante,https://rosariolopez.es/interiorismo-en-alicante/,Google,Interiorista,"Alicante, Comunidad Valenciana, España",info@rosariolopez.es,6.0,M:7/T:1,Modern/Abstract
Decorador de Casas de Lujo en Alicante,https://sergionistico.com/,Google,Interiorista,"Alicante, Comunidad Valenciana, España",info@sergionistico.com,1.0,M:1/T:0,Modern/Abstract
¿Cuánto cuesta el diseño de interiores? Precios en 2025,"https://www.cronoshare.com/cuanto-cuesta/diseno-interiores#:~:text=El%20precio%20por%20hora%20de,precios%20desde%2015%20%E2%82%AC%2Fm2.",Google,Diseñador de interiores,"Córdoba, Andalucía, España",collection@infegy.com,1.0,M:1/T:0,Modern/Abstract
Interiorismo en Córdoba - Diseño de Interiores | Be Spaces,https://saracumplido.es/,Google,Diseñador de interiores,"Córdoba, Andalucía, España","info@saracumplido.es,interiorismo@saracumplido.es",1.0,M:2/T:1,Modern/Abstract
Huma interiorismo: Estudio de diseño de interiores en Córdoba,https://cys-humainteriorismo.com/,Google,Decorador de interiores,"Córdoba, Andalucía, España",humainteriorismo@hotmail.com,8.0,M:9/T:1,Modern/Abstract
Interiorismo en Córdoba - Diseño de Interiores | Be Spaces,https://saracumplido.es/,Google,Decorador de interiores,"Córdoba, Andalucía, España","info@saracumplido.es,interiorismo@saracumplido.es",1.0,M:2/T:1,Modern/Abstract
¿Qué es y cuales son las funciones de un interiorista? - Interni Esterni,https://www.ie2.es/que-es-y-cuales-son-las-funciones-de-un-interiorista/,Google,Interiorista,"Córdoba, Andalucía, España",info@ie2.es,2.0,M:2/T:0,Modern/Abstract
Estudio de diseño de interiores en Córdoba,https://cys-humainteriorismo.com/,Google,Interiorista,"Córdoba, Andalucía, España",humainteriorismo@hotmail.com,8.0,M:9/T:1,Modern/Abstract
Interiorismo en Córdoba - Diseño de Interiores | Be Spaces,https://saracumplido.es/,Google,Interiorista,"Córdoba, Andalucía, España","info@saracumplido.es,interiorismo@saracumplido.es",1.0,M:2/T:1,Modern/Abstract
interiorismo Córdoba - Estudio de interiorismo en Córdoba,https://laocoonteinteriorismo.com/,Google,Interiorista,"Córdoba, Andalucía, España",contacto@laocoonteinteriorismo.com,2.0,M:2/T:0,Modern/Abstract
¿Cuánto cuesta el diseño de interiores? Precios en 2025,"https://www.cronoshare.com/cuanto-cuesta/diseno-interiores#:~:text=El%20precio%20por%20hora%20de,precios%20desde%2015%20%E2%82%AC%2Fm2.",Google,Diseñador de interiores,"Valladolid, Castilla y León, España","collection@infegy.com,cronoshare@cronoshare.com",1.0,M:1/T:0,Modern/Abstract
Comodoos Interiores: Diseño de Interiores y proyectos de ...,https://comodoosinteriores.com/,Google,Diseñador de interiores,"Valladolid, Castilla y León, España",contacto@comodoosinteriores.com,1.0,M:1/T:0,Modern/Abstract
"Interiores Creativos – Proyectos decoración, interiorista ...",https://www.interiorescreativos.es/,Google,Diseñador de interiores,"Valladolid, Castilla y León, España",,2.0,M:2/T:0,Modern/Abstract
Diseño de Interiores - Escuela Superior de Diseño en ...,https://www.esivalladolid.com/formacion-superior/diseno-de-interiores/,Google,Diseñador de interiores,"Valladolid, Castilla y León, España","contacta@esivalladolid.com,contacta@laescueladediseno.com",1.0,M:1/T:0,Modern/Abstract
"Interiores Creativos – Proyectos decoración, interiorista ...",https://www.interiorescreativos.es/,Google,Decorador de interiores,"Valladolid, Castilla y León, España",,2.0,M:2/T:0,Modern/Abstract
Comodoos Interiores: Diseño de Interiores y proyectos de ...,https://comodoosinteriores.com/,Google,Decorador de interiores,"Valladolid, Castilla y León, España",contacto@comodoosinteriores.com,1.0,M:1/T:0,Modern/Abstract
Comodoos Interiores: Diseño de Interiores y proyectos de ...,https://comodoosinteriores.com/,Google,Interiorista,"Valladolid, Castilla y León, España",contacto@comodoosinteriores.com,1.0,M:1/T:0,Modern/Abstract
Interiorismo y Decoración en Vigo | María Bonet – Somos ...,https://www.mariabonet.es/,Google,Diseñador de interiores,"Vigo, Galicia, España",comercial@mariabonet.es,1.0,M:1/T:0,Modern/Abstract
¿Cuánto cuesta el diseño de interiores? Precios en 2025,"https://www.cronoshare.com/cuanto-cuesta/diseno-interiores#:~:text=El%20precio%20por%20hora%20de,precios%20desde%2015%20%E2%82%AC%2Fm2.",Google,Diseñador de interiores,"Vigo, Galicia, España","collection@infegy.com,cronoshare@cronoshare.com",1.0,M:1/T:0,Modern/Abstract
Interiorismo y Decoración en Vigo | María Bonet – Somos ...,https://www.mariabonet.es/,Google,Decorador de interiores,"Vigo, Galicia, España",comercial@mariabonet.es,1.0,M:1/T:0,Modern/Abstract
Diseño de Interiores en Vigo - Bea Badía DENTRO Interiorismo,https://beabadiainteriorismo.com/,Google,Decorador de interiores,"Vigo, Galicia, España",beabadia@gmail.com,1.0,M:1/T:0,Modern/Abstract
Interiorismo y Decoración en Vigo | María Bonet – Somos ...,https://www.mariabonet.es/,Google,Interiorista,"Vigo, Galicia, España",comercial@mariabonet.es,1.0,M:1/T:0,Modern/Abstract
¿Qué es y cuales son las funciones de un interiorista? - Interni Esterni,https://www.ie2.es/que-es-y-cuales-son-las-funciones-de-un-interiorista/,Google,Interiorista,"Vigo, Galicia, España",info@ie2.es,2.0,M:2/T:0,Modern/Abstract
Interiorismo en Vigo,https://www.alnusslivin.com/interiorismo-en-vigo/,Google,Interiorista,"Vigo, Galicia, España",alnusslivin@alnusslivin.com,2.0,M:3/T:1,Modern/Abstract
Eva González | Diseño de interiores en Gijón,https://www.evagonzalezstudio.com/,Google,Diseñador de interiores,"Gijón, Asturias, España",eva.v.g.25@gmail.com,4.0,M:4/T:0,Modern/Abstract
Ana Villamañan Studio | Decoración de Interiores,http://anavillamanan.com/,Google,Diseñador de interiores,"Gijón, Asturias, España",estudio@anavillamanan.com,2.0,M:4/T:2,Modern/Abstract
¿Cuánto cuesta el diseño de interiores? Precios en 2025,"https://www.cronoshare.com/cuanto-cuesta/diseno-interiores#:~:text=El%20precio%20por%20hora%20de,precios%20desde%2015%20%E2%82%AC%2Fm2.",Google,Diseñador de interiores,"Gijón, Asturias, España","collection@infegy.com,cronoshare@cronoshare.com",1.0,M:1/T:0,Modern/Abstract
NIWA Interiorismo - NIWA,https://www.niwainteriorismo.com/,Google,Diseñador de interiores,"Gijón, Asturias, España",,2.0,M:2/T:0,Modern/Abstract
Eva González | Diseño de interiores en Gijón,https://www.evagonzalezstudio.com/,Google,Decorador de interiores,"Gijón, Asturias, España",eva.v.g.25@gmail.com,4.0,M:4/T:0,Modern/Abstract
Ana Villamañan Studio | Decoración de Interiores,http://anavillamanan.com/,Google,Decorador de interiores,"Gijón, Asturias, España",estudio@anavillamanan.com,2.0,M:4/T:2,Modern/Abstract
Eva González | Diseño de interiores en Gijón,https://www.evagonzalezstudio.com/,Google,Interiorista,"Gijón, Asturias, España",eva.v.g.25@gmail.com,4.0,M:4/T:0,Modern/Abstract
Ana Villamañan Studio | Decoración de Interiores,http://anavillamanan.com/,Google,Interiorista,"Gijón, Asturias, España",estudio@anavillamanan.com,2.0,M:4/T:2,Modern/Abstract
¿Qué es y cuales son las funciones de un interiorista? - Interni Esterni,https://www.ie2.es/que-es-y-cuales-son-las-funciones-de-un-interiorista/,Google,Interiorista,"Gijón, Asturias, España",info@ie2.es,2.0,M:2/T:0,Modern/Abstract
NIWA Interiorismo - NIWA,https://www.niwainteriorismo.com/,Google,Interiorista,"Gijón, Asturias, España",,2.0,M:2/T:0,Modern/Abstract
Diseño de interiores. Hospitalet de Llobregat,https://www.decolorstyle.es/es/diseno-de-interiores-hospitalet-de-llobregat,Google,Diseñador de interiores,"Hospitalet de Llobregat, Cataluña, España",,3.0,M:4/T:1,Modern/Abstract
Diseño de interiores en L'Hospitalet de Llobregat,https://arquitectoshospitaletdellobregat.com.es/diseno-de-interiores/,Google,Diseñador de interiores,"Hospitalet de Llobregat, Cataluña, España",info@arquitectoshospitaletdellobregat.com.es,2.0,M:2/T:0,Modern/Abstract
Diseño de interiores. Hospitalet de Llobregat,https://www.decolorstyle.es/es/diseno-de-interiores-hospitalet-de-llobregat,Google,Decorador de interiores,"Hospitalet de Llobregat, Cataluña, España",,3.0,M:4/T:1,Modern/Abstract
Diseño de interiores en L'Hospitalet de Llobregat,https://arquitectoshospitaletdellobregat.com.es/diseno-de-interiores/,Google,Decorador de interiores,"Hospitalet de Llobregat, Cataluña, España",info@arquitectoshospitaletdellobregat.com.es,2.0,M:2/T:0,Modern/Abstract
Diseño de interiores. Hospitalet de Llobregat,https://www.decolorstyle.es/es/diseno-de-interiores-hospitalet-de-llobregat,Google,Interiorista,"Hospitalet de Llobregat, Cataluña, España",,3.0,M:4/T:1,Modern/Abstract
¿Cuánto cuesta el diseño de interiores? Precios en 2025,"https://www.cronoshare.com/cuanto-cuesta/diseno-interiores#:~:text=El%20precio%20por%20hora%20de,precios%20desde%2015%20%E2%82%AC%2Fm2.",Google,Diseñador de interiores,"Vitoria-Gasteiz, País Vasco, España","collection@infegy.com,cronoshare@cronoshare.com",1.0,M:1/T:0,Modern/Abstract
ED Estudio de diseño de interiores. - Vitoria-Gasteiz,https://edestudio.es/,Google,Diseñador de interiores,"Vitoria-Gasteiz, País Vasco, España",edestudio@edestudio.es,3.0,M:3/T:0,Modern/Abstract
¿Cuánto cuesta el diseño de interiores? Precios en 2025,"https://www.cronoshare.com/cuanto-cuesta/diseno-interiores#:~:text=El%20precio%20por%20hora%20de,precios%20desde%2015%20%E2%82%AC%2Fm2.",Google,Diseñador de interiores,"A Coruña, Galicia, España","collection@infegy.com,cronoshare@cronoshare.com",1.0,M:1/T:0,Modern/Abstract
Negro Studio: Estudio de interiorismo y reforma en A Coruña,https://negrostudio.es/,Google,Diseñador de interiores,"A Coruña, Galicia, España",hola@negrostudio.es,2.0,M:2/T:0,Modern/Abstract
Negro Studio: Estudio de interiorismo y reforma en A Coruña,https://negrostudio.es/,Google,Decorador de interiores,"A Coruña, Galicia, España",hola@negrostudio.es,2.0,M:2/T:0,Modern/Abstract
Negro Studio: Estudio de interiorismo y reforma en A Coruña,https://negrostudio.es/,Google,Interiorista,"A Coruña, Galicia, España",hola@negrostudio.es,2.0,M:2/T:0,Modern/Abstract
Anna Sanz Design: Inicio,https://annasanzdesign.es/,Google,Diseñador de interiores,"Granada, Andalucía, España","dpo@altabir.es,info@annasanzdesign.com",2.0,M:2/T:0,Modern/Abstract
Anna Sanz Design: Inicio,https://annasanzdesign.es/,Google,Decorador de interiores,"Granada, Andalucía, España","dpo@altabir.es,info@annasanzdesign.com",2.0,M:2/T:0,Modern/Abstract
Anna Sanz Design: Inicio,https://annasanzdesign.es/,Google,Interiorista,"Granada, Andalucía, España","dpo@altabir.es,info@annasanzdesign.com",2.0,M:2/T:0,Modern/Abstract
¿Qué es y cuales son las funciones de un interiorista? - Interni Esterni,https://www.ie2.es/que-es-y-cuales-son-las-funciones-de-un-interiorista/,Google,Diseñador de interiores,"Elche, Comunidad Valenciana, España",info@ie2.es,2.0,M:2/T:0,Modern/Abstract
¿Qué es y cuales son las funciones de un interiorista? - Interni Esterni,https://www.ie2.es/que-es-y-cuales-son-las-funciones-de-un-interiorista/,Google,Interiorista,"Elche, Comunidad Valenciana, España",info@ie2.es,2.0,M:2/T:0,Modern/Abstract
【Diseño de Interiores en Terrassa ✔️】,https://ruminteriors.com/es/diseno-de-interiores-en-terrassa/,Google,Diseñador de interiores,"Terrassa, Cataluña, España",info@ruminteriors.com,1.0,M:2/T:1,Modern/Abstract
